tol,fwd_nfe,bwd_nfe,bwd_over_fwd,recon_max,integrating
0.01,20,68,3.4,3.272059679031372,0
0.001,32,146,4.5625,0.11392544955015182,0
0.0001,44,410,9.318181818181818,0.010852723382413387,0
1e-05,80,2006,25.075,0.0043188901618123055,1
1e-06,170,7712,45.36470588235294,0.0005677702138200402,1
1e-07,422,32648,77.36492890995261,0.00016200606478378177,1
1e-08,1070,123068,115.01682242990654,2.0921761461067945e-05,1
