seed,solver,adaptive,tol,n_steps,fwd_nfe,bwd_nfe,fwd_time_s,abs_err,rel_err,recon_rel,recon_ok,capped,train_tol,train_epochs,test_acc,hardware
2,bosh3,1,0.1,,20,50,0.025534559972584248,2710.673828125,0.34723970126474596,3.482684373855591,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,bosh3,1,0.01,,35,110,0.04443751403596252,845.0269165039062,0.10824869115678595,0.38617342710494995,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,bosh3,1,0.001,,62,353,0.08083183306735009,72.62442016601562,0.009303252092272663,0.04018954932689667,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,bosh3,1,0.0001,,113,2027,0.151367163984105,9.548077583312988,0.0012231171354081963,0.005033140070736408,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,bosh3,1,1e-05,,230,12506,0.3132262040162459,1.9094918966293335,0.0002446075912466614,0.0024525958579033613,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri5,1,0.1,,26,74,0.031297451932914555,1801.7054443359375,0.23080005191588374,20.902013778686523,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri5,1,0.01,,20,110,0.024910468026064336,322.8763732910156,0.04136074736980372,2.3820855617523193,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri5,1,0.001,,38,248,0.046201064018532634,34.21622848510742,0.004383128960149868,0.2606414258480072,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri5,1,0.0001,,68,740,0.0825234599178657,6.28692626953125,0.0008053607841174925,0.04370451346039772,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri5,1,1e-05,,116,3716,0.14129248005338013,1.2582595348358154,0.0001611841529794557,0.009800044819712639,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri8,1,0.1,,41,509,0.05482660292182118,30.500225067138672,0.003907105654296508,0.2591326832771301,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri8,1,0.01,,54,1380,0.07223543396685272,13.876665115356445,0.0017776130050070678,0.10386694222688675,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri8,1,0.001,,184,6840,0.23578325100243092,5.381746768951416,0.0006894064940398375,0.030040234327316284,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri8,1,0.0001,,392,39054,0.5089748239843175,0.7943639159202576,0.00010175871622682158,0.0037684531416743994,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,dopri8,1,1e-05,,1107,221795,1.5657880699727684,0.2090478092432022,2.6779208209594936e-05,0.0009469348005950451,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,euler,0,0.0,1,1,1,0.0011441430542618036,7683.25537109375,0.9842317700188897,7.7328643798828125,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,euler,0,0.0,2,2,2,0.0018216288881376386,7494.205078125,0.9600142612307191,7.911875247955322,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
2,euler,0,0.0,4,4,4,0.0031378139974549413,7011.84716796875,0.8982237887336276,3.5103957653045654,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
