seed,solver,adaptive,tol,n_steps,fwd_nfe,bwd_nfe,fwd_time_s,abs_err,rel_err,recon_rel,recon_ok,capped,train_tol,train_epochs,test_acc,hardware
1,bosh3,1,0.1,,20,44,0.022182401968166232,3723.19189453125,0.465402026246143,2.5877511501312256,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,bosh3,1,0.01,,38,101,0.04197784699499607,1122.5823974609375,0.14032371610337052,0.41514989733695984,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,bosh3,1,0.001,,62,308,0.06997247296385467,155.84042358398438,0.019480180168412964,0.03656117245554924,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,bosh3,1,0.0001,,119,1580,0.13709959399420768,18.61794090270996,0.0023272578116049704,0.004545954521745443,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,bosh3,1,1e-05,,242,10166,0.28348363598342985,1.3714810609817505,0.00017143625223203207,0.0036760445218533278,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri5,1,0.1,,26,86,0.027007967932149768,1660.2044677734375,0.20752691378050378,10.826071739196777,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri5,1,0.01,,38,110,0.03887660591863096,326.4891052246094,0.040811404682635555,1.4651801586151123,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri5,1,0.001,,44,236,0.045281108003109694,37.7197265625,0.004714996612831882,0.36545079946517944,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri5,1,0.0001,,74,686,0.07645793003030121,6.822724342346191,0.0008528461125280175,0.06498408317565918,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri5,1,1e-05,,122,3236,0.12785502802580595,1.8298360109329224,0.0002287309951542423,0.011244342662394047,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri8,1,0.1,,41,470,0.047172409016638994,48.06278991699219,0.006007887975708825,0.4869687855243683,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri8,1,0.01,,54,1224,0.06212063506245613,21.135652542114258,0.0026419738218657796,0.2038602977991104,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri8,1,0.001,,184,5709,0.20143660600297153,8.192049026489258,0.0010240128158948546,0.029967093840241432,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri8,1,0.0001,,405,32905,0.44841847801581025,1.1034536361694336,0.0001379326053261578,0.006857660133391619,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,dopri8,1,1e-05,,1120,180520,1.2535119749372825,0.2793310284614563,3.49166065897197e-05,0.0025281847920268774,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,1,1,1,0.0009637400507926941,7924.37548828125,0.9905534051034146,6.913365364074707,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,2,2,2,0.00143632001709193,7803.72021484375,0.9754713974267287,5.806019306182861,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,4,4,4,0.0023935429053381085,7456.8916015625,0.9321175376328446,2.30224609375,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,8,8,8,0.004330768017098308,6615.24609375,0.826911162078512,1.190134048461914,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,16,16,16,0.008192313020117581,5175.51025390625,0.646943006768904,0.7121362090110779,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,32,32,32,0.015895074931904674,3499.84716796875,0.437483753098241,0.39595746994018555,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,64,64,64,0.03130855003837496,2093.500244140625,0.26168923954764595,0.23325595259666443,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,euler,0,0.0,128,128,128,0.0621372340247035,1154.7716064453125,0.14434739350409576,0.12483838945627213,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,1,2,2,0.0013558969367295504,7693.37939453125,0.9616787048108772,22.001237869262695,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,2,4,4,0.0022465039510279894,6979.8203125,0.8724832370426246,22.427410125732422,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,4,8,8,0.004018426057882607,5151.7373046875,0.6439713687095001,3.110196828842163,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,8,16,16,0.007528702029958367,2676.48876953125,0.3345632811444752,0.5705825090408325,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,16,32,32,0.014623901923187077,991.2755126953125,0.12391024831522031,0.08907744288444519,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,32,64,64,0.028718376997858286,299.15899658203125,0.037395118791364174,0.009933581575751305,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,64,128,128,0.05687234806828201,81.17809295654297,0.010147327889348398,0.004304924514144659,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,midpoint,0,0.0,128,256,256,0.11346321098972112,21.155765533447266,0.002644487962201657,0.0006382175488397479,1,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,rk4,0,0.0,1,4,4,0.0022782610030844808,6369.38671875,0.796178539496077,140.65060424804688,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,rk4,0,0.0,2,8,8,0.004095741081982851,3384.262451171875,0.42303556914098495,47.8719482421875,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,rk4,0,0.0,4,16,16,0.00774818891659379,791.5172729492188,0.09894030527421045,3.816157579421997,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
1,rk4,0,0.0,8,32,32,0.014961548964492977,96.66769409179688,0.012083540676199484,0.3265172839164734,0,0,0.001,5,0.90625,NVIDIA A100 80GB PCIe MIG 4g.40gb
