seed,solver,adaptive,tol,n_steps,fwd_nfe,bwd_nfe,fwd_time_s,abs_err,rel_err,recon_rel,recon_ok,capped,train_tol,train_epochs,test_acc,hardware
4,bosh3,1,0.1,,20,47,0.022686564014293253,4444.208984375,0.3768818023994748,2.7513062953948975,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,bosh3,1,0.01,,32,95,0.03618400695268065,1434.266845703125,0.12162998541042323,0.35148486495018005,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,bosh3,1,0.001,,59,287,0.06833783106412739,99.37236022949219,0.00842706415554574,0.025448765605688095,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,bosh3,1,0.0001,,110,1625,0.1300387770170346,26.435989379882812,0.0022418485180900564,0.002332906471565366,1,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,bosh3,1,1e-05,,227,9227,0.27202549402136356,2.97664475440979,0.0002524281022987651,0.0008952728239819407,1,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri5,1,0.1,,26,74,0.02743513905443251,2080.43701171875,0.17642708826515877,9.935749053955078,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri5,1,0.01,,32,110,0.034018238889984787,615.7134399414062,0.052214284211779,2.207003593444824,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri5,1,0.001,,38,224,0.04042404796928167,56.75286865234375,0.004812807746943513,0.25135037302970886,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri5,1,0.0001,,68,662,0.07189107895828784,21.660348892211914,0.0018368603636325915,0.02805687114596367,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri5,1,1e-05,,116,3248,0.12421002401970327,5.66351842880249,0.00048028277717680295,0.0048654647544026375,1,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri8,1,0.1,,54,444,0.06270256510470062,361.9767761230469,0.03069667972222744,0.2571539580821991,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri8,1,0.01,,67,1211,0.07762093201745301,29.206863403320312,0.0024768266660229153,0.06753062456846237,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri8,1,0.001,,158,5397,0.1763376579619944,18.757265090942383,0.0015906704433597382,0.01704442873597145,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri8,1,0.0001,,379,29031,0.4249322679825127,1.8938637971878052,0.0001606051389330944,0.002576864091679454,1,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,dopri8,1,1e-05,,1055,163009,1.1979545769281685,0.8377062082290649,7.103991435789774e-05,0.0013255022931843996,1,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
4,euler,0,0.0,1,1,1,0.0009705739794299006,11704.537109375,0.9925786698019445,7.71544075012207,0,0,0.001,5,0.96875,NVIDIA A100 80GB PCIe MIG 4g.40gb
