seed,solver,adaptive,tol,n_steps,fwd_nfe,bwd_nfe,fwd_time_s,abs_err,rel_err,recon_rel,recon_ok,capped,train_tol,train_epochs,test_acc,hardware
3,euler,0,0.0,16,16,16,0.009991654078476131,3289.586181640625,0.5424662697426972,0.595787763595581,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,euler,0,0.0,32,32,32,0.01952378498390317,2121.37255859375,0.34982304613796267,0.361990362405777,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,euler,0,0.0,64,64,64,0.03859080595429987,1231.59521484375,0.20309510836285247,0.18789629638195038,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,euler,0,0.0,128,128,128,0.07675018103327602,668.2119140625,0.11019088858110723,0.09432970732450485,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,1,2,2,0.001578451949171722,5547.92236328125,0.9148751797499044,24.27737045288086,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,2,4,4,0.002707893028855324,4715.09326171875,0.777538240964354,13.490143775939941,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,4,8,8,0.004958517965860665,3151.7265625,0.5197326524382657,1.7859922647476196,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,8,16,16,0.009452409925870597,1491.927978515625,0.2460250501254535,0.3324702978134155,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,16,32,32,0.018426242051646113,525.176513671875,0.08660376369467004,0.05627378076314926,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,32,64,64,0.036375672090798616,154.2187957763672,0.025431312709154646,0.0058918544091284275,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,64,128,128,0.07222805800847709,41.75436782836914,0.006885466715458849,0.001847470528446138,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,midpoint,0,0.0,128,256,256,0.14390616596210748,10.841824531555176,0.0017878613862319884,0.0005316807073540986,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,1,4,4,0.0027500769356265664,4048.374267578125,0.6675935410089054,98.17414093017578,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,2,8,8,0.005054358043707907,1805.55078125,0.2977427381602193,21.914005279541016,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,4,16,16,0.00965626398101449,370.25775146484375,0.06105702364674963,1.797658085823059,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,8,32,32,0.018856066977605224,40.67788314819336,0.006707949971210222,0.1899598240852356,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,16,64,64,0.03724183503072709,3.090181827545166,0.000509583672916288,0.015084530226886272,0,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,32,128,128,0.07400680694263428,0.24540266394615173,4.04679070087159e-05,0.0016385341295972466,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,64,256,256,0.1475451410515234,0.06866341829299927,1.1322879636674906e-05,0.0008487403392791748,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
3,rk4,0,0.0,128,512,512,0.2946090259356424,0.04077322781085968,6.723672697608191e-06,0.0006549466052092612,1,0,0.001,5,0.9375,NVIDIA A100 80GB PCIe MIG 3g.40gb
