field,state,seed,tol,fwd_nfe,bwd_nfe,bwd_over_fwd,recon_max,recon_ok
mnist_conv,untrained,0,0.001,14,152,10.857142857142858,0.00026909520966000855,1
mnist_conv,untrained,0,0.0001,20,434,21.7,0.00013636131188832223,1
mnist_conv,untrained,0,1e-05,26,1694,65.15384615384616,8.153041562763974e-05,1
mnist_conv,trained3,0,0.001,32,350,10.9375,0.10048025846481323,0
mnist_conv,trained3,0,0.0001,56,1706,30.464285714285715,0.013744967989623547,0
mnist_conv,trained3,0,1e-05,98,10268,104.77551020408163,0.0030411805491894484,1
