seed,winding,recon_max,bound_frac_B,observed_frac_B,err_r_1.00_1.10,err_r_1.10_1.25,err_r_1.25_1.40,err_r_1.40_1.50,total_err_pct
0,1.0000003576278687,7.553592149633914e-05,0.007000000216066837,0.013500000350177288,0.9147456847131252,0.3699951572343707,0.18176789162680507,0.09600877529010177,0.283333333209157
