field,seed,trained,solver,tol,adjoint_tol,adj_offset,fwd_nfe,bwd_nfe,ratio,recon_rel,recon_ok,grad_reldiff,grad_ok,wall_s,capped,ref_tol,hardware
spheres,4,0,adaptive_heun,1e-05,1e-05,1.0,42,1438,34.23809523809524,1.260416229342809e-05,1,0.0002764565870165825,1,0.82,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,adaptive_heun,1e-05,0.001,100.0,42,68,1.619047619047619,1.260416229342809e-05,1,0.0008728161919862032,1,0.07,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,adaptive_heun,1e-07,1e-07,1.0,383,11497,30.01827676240209,1.409266246810148e-06,1,0.00027206019149161875,1,6.71,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,adaptive_heun,1e-07,9.999999999999999e-06,100.0,383,1427,3.7258485639686683,1.409266246810148e-06,1,0.0002627990033943206,1,1.07,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,0.001,0.001,1.0,15,71,4.733333333333333,0.0031065645162016153,1,0.0017698034644126892,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,0.001,0.1,100.0,15,19,1.2666666666666666,0.0031065645162016153,1,0.0041249287314713,1,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,1e-05,1e-05,1.0,53,2793,52.698113207547166,3.26576191582717e-05,1,0.00031022424809634686,1,0.74,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,1e-05,0.001,100.0,53,75,1.4150943396226414,3.26576191582717e-05,1,0.0011196369305253029,1,0.04,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,1e-07,1e-07,1.0,369,76341,206.8861788617886,9.459074021833658e-07,1,0.0002719165349844843,1,20.41,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:LSODA,1e-07,9.999999999999999e-06,100.0,369,30045,81.42276422764228,9.459074021833658e-07,1,0.0002795082691591233,1,8.04,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,0.001,0.001,1.0,611,3043,4.980360065466448,0.004818683490157127,1,0.005485974717885256,1,1.17,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,0.001,0.1,100.0,611,5788,9.472995090016367,0.004818683490157127,1,0.06300751864910126,0,1.79,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,1e-05,1e-05,1.0,298,3243,10.88255033557047,0.00013299901911523193,1,0.000383523030905053,1,2.67,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,1e-05,0.001,100.0,298,3043,10.211409395973154,0.00013299901911523193,1,0.004555376712232828,1,1.17,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,1e-07,1e-07,1.0,432,7640,17.685185185185187,3.428212494327454e-06,1,0.00027824085555039346,1,29.14,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:BDF,1e-07,9.999999999999999e-06,100.0,432,3243,7.506944444444445,3.428212494327454e-06,1,0.0003552432172000408,1,2.68,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,0.001,0.001,1.0,20,26,1.3,0.0025835861451923847,1,0.004653830546885729,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,0.001,0.1,100.0,20,14,0.7,0.0025835861451923847,1,0.019288551062345505,0,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,1e-05,1e-05,1.0,32,158,4.9375,0.00042392045725136995,1,0.001041420386172831,1,0.05,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,1e-05,0.001,100.0,32,26,0.8125,0.00042392045725136995,1,0.0044510080479085445,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,1e-07,1e-07,1.0,86,2306,26.813953488372093,2.808146928146016e-05,1,0.00026843883097171783,1,0.64,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,4,0,scipy:RK45,1e-07,9.999999999999999e-06,100.0,86,158,1.8372093023255813,2.808146928146016e-05,1,0.0010310389334335923,1,0.06,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
