field,seed,trained,solver,tol,adjoint_tol,adj_offset,fwd_nfe,bwd_nfe,ratio,recon_rel,recon_ok,grad_reldiff,grad_ok,wall_s,capped,ref_tol,hardware
spheres,3,1,bosh3,1e-05,1e-05,1.0,365,18932,51.868493150684934,0.008450079709291458,1,0.002626037457957864,1,6.95,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,bosh3,1e-05,0.001,100.0,365,614,1.6821917808219178,0.008450079709291458,1,0.005416026804596186,1,0.38,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,bosh3,1e-07,1e-07,1.0,2525,125249,49.60356435643564,0.00024365987337660044,1,0.0005648801452480257,1,45.83,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,bosh3,1e-07,9.999999999999999e-06,100.0,2525,18380,7.2792079207920795,0.00024365987337660044,1,0.0006164665683172643,1,7.53,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,0.001,0.001,1.0,113,990,8.761061946902656,0.028417712077498436,0,0.014958176761865616,0,0.66,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,0.001,0.1,100.0,113,65,0.5752212389380531,0.028417712077498436,0,0.26352670788764954,0,0.13,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,1e-05,1e-05,1.0,1049,18136,17.28884652049571,0.00013210838369559497,1,0.0006125252111814916,1,10.57,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,1e-05,0.001,100.0,1049,985,0.9389895138226882,0.00013210838369559497,1,0.0014954424696043134,1,1.37,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,1e-07,1e-07,1.0,10414,92331,8.866045707701172,9.245004184776917e-05,1,0.0005538754630833864,1,59.46,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,adaptive_heun,1e-07,9.999999999999999e-06,100.0,10414,18298,1.7570578067985405,9.245004184776917e-05,1,0.0005564886378124356,1,18.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,0.001,0.001,1.0,105,49805,474.3333333333333,0.08562635630369186,0,0.011744696646928787,0,13.39,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,0.001,0.1,100.0,105,130,1.2380952380952381,0.08562635630369186,0,0.019062822684645653,0,0.06,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,1e-05,1e-05,1.0,-1,-1,nan,nan,0,nan,0,600.03,1,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,1e-05,0.001,100.0,647,2802,4.330757341576507,0.000585904810577631,1,0.002118909964337945,1,0.89,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,1e-07,1e-07,1.0,-1,-1,nan,nan,0,nan,0,600.0,1,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:LSODA,1e-07,9.999999999999999e-06,100.0,5969,1943760,325.64248617858937,2.185079392802436e-05,1,0.0010142299579456449,1,523.83,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,0.001,0.001,1.0,715,33874,47.376223776223775,0.1891782134771347,0,0.08135011792182922,0,12.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,0.001,0.1,100.0,715,133298,186.43076923076924,0.1891782134771347,0,0.2061159759759903,0,42.77,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,1e-05,1e-05,1.0,1246,8748,7.020866773675762,0.0019397272262722254,1,0.0011505692964419723,1,37.55,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,1e-05,0.001,100.0,1246,25555,20.509630818619584,0.0019397272262722254,1,0.007167391013354063,1,9.75,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,1e-07,1e-07,1.0,2580,99301,38.48875968992248,4.2272400605725124e-05,1,0.0007363379700109363,1,409.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:BDF,1e-07,9.999999999999999e-06,100.0,2580,14258,5.526356589147287,4.2272400605725124e-05,1,0.0007939513889141381,1,48.3,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,0.001,0.001,1.0,74,164,2.2162162162162162,0.7023257613182068,0,0.16406376659870148,0,0.06,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,0.001,0.1,100.0,74,56,0.7567567567567568,0.7023257613182068,0,1.512465000152588,0,0.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,1e-05,1e-05,1.0,170,3338,19.63529411764706,0.011299249716103077,0,0.006424318999052048,1,1.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,1e-05,0.001,100.0,170,164,0.9647058823529412,0.011299249716103077,0,0.0192123930901289,0,0.08,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,1e-07,1e-07,1.0,980,47414,48.381632653061224,0.0004777837311848998,1,0.0005675017018802464,1,12.96,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,1,scipy:RK45,1e-07,9.999999999999999e-06,100.0,980,3230,3.295918367346939,0.0004777837311848998,1,0.0022627587895840406,1,1.08,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,0.001,0.001,1.0,20,50,2.5,0.0023064902052283287,1,0.0021694772876799107,1,0.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,0.001,0.1,100.0,20,26,1.3,0.0023064902052283287,1,0.005132633727043867,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,1e-05,1e-05,1.0,26,392,15.076923076923077,0.0007742634043097496,1,0.00025810778606683016,1,0.14,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,1e-05,0.001,100.0,26,50,1.9230769230769231,0.0007742634043097496,1,0.001996545121073723,1,0.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,1e-07,1e-07,1.0,74,4730,63.91891891891892,3.9983577153179795e-05,1,9.918104478856549e-05,1,1.59,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri5,1e-07,9.999999999999999e-06,100.0,74,362,4.891891891891892,3.9983577153179795e-05,1,0.0002503977157175541,1,0.15,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,0.001,0.001,1.0,41,574,14.0,0.0006942675681784749,1,0.0004014481673948467,1,0.19,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,0.001,0.1,100.0,41,119,2.902439024390244,0.0006942675681784749,1,0.002804066753014922,1,0.05,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,1e-05,1e-05,1.0,80,7646,95.575,6.810207560192794e-05,1,0.00010666806338122115,1,2.42,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,1e-05,0.001,100.0,80,522,6.525,6.810207560192794e-05,1,0.0003955769061576575,1,0.19,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,1e-07,1e-07,1.0,730,51105,70.0068493150685,2.448888153594453e-06,1,9.705880074761808e-05,1,16.22,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,dopri8,1e-07,9.999999999999999e-06,100.0,730,7399,10.135616438356164,2.448888153594453e-06,1,0.00010396933066658676,1,2.47,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,0.001,0.001,1.0,11,47,4.2727272727272725,0.018178844824433327,0,0.012068018317222595,0,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,0.001,0.1,100.0,11,11,1.0,0.018178844824433327,0,0.02191982977092266,0,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,1e-05,1e-05,1.0,29,950,32.758620689655174,0.00021632084099110216,1,0.00021505016775336117,1,0.38,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,1e-05,0.001,100.0,29,44,1.5172413793103448,0.00021632084099110216,1,0.0015850464114919305,1,0.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,1e-07,1e-07,1.0,170,14987,88.15882352941176,7.973475476319436e-06,1,9.658562339609489e-05,1,5.64,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,bosh3,1e-07,9.999999999999999e-06,100.0,170,923,5.429411764705883,7.973475476319436e-06,1,8.976960816653445e-05,1,0.42,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,0.001,0.001,1.0,10,65,6.5,0.001666446914896369,1,0.0016481433995068073,1,0.05,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,0.001,0.1,100.0,10,8,0.8,0.001666446914896369,1,0.011524761095643044,0,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,1e-05,1e-05,1.0,51,1291,25.313725490196077,1.821618207031861e-05,1,0.00010364573972765356,1,0.77,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,1e-05,0.001,100.0,51,64,1.2549019607843137,1.821618207031861e-05,1,0.000325842818710953,1,0.08,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,1e-07,1e-07,1.0,473,10783,22.797040169133194,1.6224175851675682e-06,1,9.788470197236165e-05,1,6.52,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,adaptive_heun,1e-07,9.999999999999999e-06,100.0,473,1290,2.727272727272727,1.6224175851675682e-06,1,0.00010132752504432574,1,1.12,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,0.001,0.001,1.0,15,77,5.133333333333334,0.001619113958440721,1,0.0008295553270727396,1,0.03,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,0.001,0.1,100.0,15,15,1.0,0.001619113958440721,1,0.013249237090349197,0,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,1e-05,1e-05,1.0,49,2322,47.38775510204081,4.085074760951102e-05,1,0.00012037222040817142,1,0.6,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,1e-05,0.001,100.0,49,113,2.306122448979592,4.085074760951102e-05,1,0.0005718967877328396,1,0.04,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,1e-07,1e-07,1.0,359,42700,118.94150417827298,8.921127232497383e-07,1,9.732465696288273e-05,1,11.66,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:LSODA,1e-07,9.999999999999999e-06,100.0,359,29263,81.5125348189415,8.921127232497383e-07,1,0.00010543694224907085,1,8.09,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,0.001,0.001,1.0,471,3043,6.46072186836518,0.0035120395477861166,1,0.0037707078736275434,1,1.2,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,0.001,0.1,100.0,471,3022,6.416135881104034,0.0035120395477861166,1,0.049714524298906326,0,1.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,1e-05,1e-05,1.0,305,3225,10.573770491803279,0.0001491533184889704,1,0.00016925953968893737,1,2.64,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,1e-05,0.001,100.0,305,3043,9.97704918032787,0.0001491533184889704,1,0.0030636151786893606,1,1.18,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,1e-07,1e-07,1.0,436,6822,15.646788990825687,3.4223805869260104e-06,1,0.00010155661584576592,1,26.0,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:BDF,1e-07,9.999999999999999e-06,100.0,436,6016,13.79816513761468,3.4223805869260104e-06,1,0.0002177985297748819,1,4.05,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,0.001,0.001,1.0,20,26,1.3,0.0007296967087313533,1,0.0018140784231945872,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,0.001,0.1,100.0,20,20,1.0,0.0007296967087313533,1,0.007112299092113972,1,0.01,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,1e-05,1e-05,1.0,32,140,4.375,0.0003882422170136124,1,0.00028110097628086805,1,0.05,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,1e-05,0.001,100.0,32,26,0.8125,0.0003882422170136124,1,0.003847814630717039,1,0.02,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,1e-07,1e-07,1.0,86,2138,24.86046511627907,2.9142072889953852e-05,1,9.15403215913102e-05,1,0.64,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
spheres,3,0,scipy:RK45,1e-07,9.999999999999999e-06,100.0,86,140,1.627906976744186,2.9142072889953852e-05,1,0.00032012059818953276,1,0.07,0,1e-09,AMD Ryzen 7 7700X 8-Core Processor
