model,augment_dim,geometry,seed,epochs,width_over_pi,n_train_after_slice,n_slice_val,train_acc,train_loss,full_val_acc,full_val_loss,slice_val_acc,slice_val_loss,obs_val_acc,obs_val_loss,gen_gap_loss,fwd_nfe,recon_max,recon_ok,train_tol,eval_tol,hardware,wall_s
ANODE-p2,2,circles,6,100,0.125,945,162,1.0,3.166665010212455e-06,0.9993333220481873,0.0015293642645701766,1.0,7.652941036440097e-08,0.9992952942848206,0.0016166599234566092,-3.090135599848054e-06,206.0,0.002487317193299532,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,300.4
ANODE-p3,3,circles,3,100,0.125,936,184,1.0,6.671105552413792e-07,0.9990000128746033,0.0027599968016147614,0.9836956262588501,0.04494365304708481,1.0,3.6773787996935425e-06,0.04494298593652957,128.0,0.00035236909752711654,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,189.2
ANODE-p3,3,circles,1,100,0.125,941,206,1.0,2.2143853129819036e-05,0.9983333349227905,0.006881450768560171,0.9951456189155579,0.03129192069172859,0.9985683560371399,0.005081680603325367,0.03126977683859877,176.0,0.00023999929544515908,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,232.1
ANODE-p3,3,circles,4,100,0.125,950,185,1.0,1.7177650079247542e-05,1.0,2.6595585950417444e-05,1.0,1.0718956218624953e-05,1.0,2.7638989195111208e-05,-6.4586938606225885e-06,140.0,0.0004165353311691433,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,200.9
ANODE-p2,2,circles,7,100,0.125,942,179,1.0,4.593095582094975e-05,0.9993333220481873,0.0018507589120417833,1.0,9.24814521567896e-05,0.9992910027503967,0.001962326467037201,4.655049633583985e-05,194.0,0.00036735396133735776,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,272.8
ANODE-p3,3,circles,0,100,0.125,948,176,1.0,9.341008262708783e-05,0.999666690826416,0.0005744179943576455,1.0,0.00014982886204961687,0.9996458888053894,0.0006008796044625342,5.641877942252904e-05,152.0,0.00032352827838622034,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,248.5
ANODE-p3,3,circles,2,100,0.125,948,208,1.0,7.650807674508542e-06,0.9990000128746033,0.004057762678712606,1.0,0.0017164660384878516,0.998925507068634,0.004232186358422041,0.001708815230813343,164.0,0.00025151707814075053,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,244.3
ANODE-p2,2,circles,9,100,0.125,949,182,1.0,3.218985875719227e-05,0.9986666440963745,0.006345080677419901,1.0,6.676326393062482e-06,0.9985805749893188,0.006754445377737284,-2.5513532364129787e-05,230.0,0.0006942187901586294,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,301.8
ANODE-p3,3,circles,7,100,0.125,942,179,1.0,3.4082288493664237e-06,0.999666690826416,0.0008806520490907133,1.0,4.919459115626523e-06,0.9996455311775208,0.0009362195851281285,1.5112302662600996e-06,122.0,0.0003786897286772728,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,178.7
ANODE-p3,3,circles,9,100,0.125,949,182,1.0,5.588961357716471e-05,1.0,5.061452611698769e-05,1.0,2.847556424967479e-05,1.0,5.204437184147537e-05,-2.741404932748992e-05,122.0,0.00033361828536726534,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,178.6
ANODE-p3,3,circles,5,100,0.125,927,201,1.0,0.00037028826773166656,1.0,0.0005484774592332542,1.0,0.00044712654198519886,1.0,0.0005557555123232305,7.683827425353229e-05,128.0,0.00048268804675899446,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,237.1
ANODE-p3,3,circles,8,100,0.125,935,168,1.0,1.8078962682466226e-07,0.9993333220481873,0.0022873568814247847,1.0,1.483019502757088e-07,0.9992938041687012,0.00242303847335279,-3.248767654895346e-08,140.0,0.00026297723525203764,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,201.4
NODE,0,circles,9,100,0.125,949,182,1.0,0.007928497157990932,0.9916666746139526,0.05300184711813927,0.8736263513565063,0.6888217926025391,0.9992902874946594,0.011937539093196392,0.6808932954445481,320.0,0.002982193371281028,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,822.6
ANODE-p5,5,circles,0,100,0.125,948,176,1.0,4.229990372550674e-05,1.0,0.00021867142640985548,1.0,9.469420183449984e-05,1.0,0.0002263980422867462,5.23942981089931e-05,140.0,0.00039909061160869896,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,216.6
ANODE-p3,3,circles,6,100,0.125,945,162,1.0,0.0006385493907146156,0.9990000128746033,0.0030926179606467485,1.0,0.00016563193639740348,0.9989429116249084,0.00325969816185534,-0.0004729174543172121,176.0,0.0006990638212300837,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,300.6
ANODE-p5,5,circles,5,100,0.125,927,201,1.0,1.9468418486212613e-06,1.0,2.873169069061987e-05,1.0,1.723355239846569e-06,1.0,3.067119905608706e-05,-2.2348660877469229e-07,116.0,0.0005660265451297164,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,203.3
ANODE-p5,5,circles,4,100,0.125,950,185,1.0,1.5278988030331675e-06,1.0,2.0385363313835114e-05,1.0,2.7836915705847787e-07,1.0,2.170678271795623e-05,-1.2495296459746896e-06,146.0,0.00026584244915284216,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,207.2
ANODE-p5,5,circles,1,100,0.125,941,206,1.0,5.067344321929568e-10,0.9993333220481873,0.01592925190925598,1.0,0.0,0.9992842078208923,0.017103705555200577,-5.067344321929568e-10,152.0,0.0004861730267293751,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,227.0
ANODE-p5,5,circles,8,100,0.125,935,168,1.0,1.4887644283589907e-05,0.999666690826416,0.0009350082254968584,1.0,5.851857167726848e-06,0.9996469020843506,0.00099012756254524,-9.035787115863059e-06,122.0,0.0002511091879568994,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,176.2
ANODE-p5,5,circles,3,100,0.125,936,184,1.0,4.584971513565961e-09,1.0,1.871574895062622e-08,1.0,1.1661775545235287e-08,1.0,1.9176660259745404e-08,7.076804031669326e-09,164.0,0.0004940290236845613,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,239.7
ANODE-p5,5,circles,6,100,0.125,945,162,1.0,7.590270456603321e-07,0.9986666440963745,0.005605778191238642,0.9938271641731262,0.03395494818687439,0.9989429116249084,0.003987538628280163,0.03395418915982873,152.0,0.00029699321021325886,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,217.1
ANODE-p5,5,circles,9,100,0.125,949,182,1.0,3.269313765486004e-06,0.999666690826416,0.000799378496594727,1.0,1.626351149752736e-06,0.9996451139450073,0.0008509012986905873,-1.6429626157332677e-06,110.0,0.0004512386512942612,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,163.6
ANODE-p5,5,circles,7,100,0.125,942,179,1.0,0.00022472036653198302,0.9936666488647461,0.03188730776309967,0.9217877388000488,0.42673224210739136,0.998227596282959,0.006833335850387812,0.4265075217408594,146.0,0.00037535408046096563,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,225.4
ANODE-p5,5,circles,2,100,0.125,948,208,1.0,1.7791886421036907e-05,0.999666690826416,0.00043378781992942095,1.0,1.691076613496989e-05,0.9996418356895447,0.0004648445756174624,-8.811202860670164e-07,200.0,0.0005347522092051804,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,283.1
NODE,0,circles,0,100,0.2,910,283,1.0,0.00024020546698011458,0.9983333349227905,0.007099892478436232,1.0,0.0004581881803460419,0.9981597065925598,0.007791686337441206,0.00021798271336592734,164.0,0.000667862594127655,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,312.4
NODE,0,circles,4,100,0.2,908,291,1.0,0.00027717422926798463,0.9806666374206543,0.1360812932252884,0.80756014585495,1.3774276971817017,0.999261736869812,0.0027362455148249865,1.3771505229524337,176.0,0.0007871757843531668,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,251.6
ANODE-p1,1,circles,0,100,0.2,910,283,1.0,3.7727733825931864e-08,0.999666690826416,0.002420637523755431,1.0,7.021874921520066e-07,0.999631941318512,0.0026726957876235247,6.644597583260747e-07,134.0,0.0003820222045760602,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,188.6
NODE,0,circles,6,100,0.2,910,274,1.0,1.3006631888856646e-05,0.968666672706604,0.5498940348625183,0.6569343209266663,6.019524574279785,1.0,0.00012186719686724246,6.019511567647896,182.0,0.0007153236656449735,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,233.8
ANODE-p1,1,circles,1,100,0.2,910,322,1.0,1.0938406092009245e-07,0.999666690826416,0.00031081121414899826,1.0,1.3697960099534612e-08,0.9996265769004822,0.0003481811727397144,-9.568610082055784e-08,134.0,0.00033055897802114487,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,196.0
NODE,0,circles,5,100,0.2,890,310,1.0,0.0007462737266905606,0.9636666774749756,0.24453596770763397,0.64838707447052,2.3552794456481934,1.0,0.0012904262403026223,2.354533171921503,158.0,0.0008423259714618325,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,250.3
ANODE-p1,1,circles,2,100,0.2,920,320,1.0,8.29279613867584e-08,1.0,1.6768470914030331e-06,1.0,1.4568230653821956e-05,1.0,1.3757741612607788e-07,1.4485302692435198e-05,140.0,0.00037570379208773375,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,199.3
ANODE-p1,1,circles,3,100,0.2,896,274,1.0,1.5016823908808874e-06,0.9883333444595337,0.044435154646635056,0.8905109763145447,0.4032111167907715,0.9981657862663269,0.00837329588830471,0.4032096151083806,188.0,0.00036279973573982716,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,251.6
NODE,0,circles,7,100,0.2,896,291,1.0,7.693598490732256e-06,0.9639999866485596,0.7249423265457153,0.6357388496398926,5.796731472015381,0.999261736869812,0.18013222515583038,5.79672377841689,260.0,0.0032279423903673887,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,325.3
NODE,0,circles,9,100,0.2,916,285,1.0,0.00237385556101799,0.9976666569709778,0.010542614385485649,0.9894737005233765,0.01882990263402462,0.9985266923904419,0.009672677144408226,0.01645604707300663,158.0,0.0008035112987272441,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,340.2
ANODE-p1,1,circles,4,100,0.2,908,291,1.0,1.47527373428602e-06,0.9983333349227905,0.004911414813250303,0.9828178882598877,0.0493062324821949,1.0,0.00014253654808271676,0.049304757208460614,158.0,0.000344271888025105,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,231.5
ANODE-p1,1,circles,6,100,0.2,910,274,1.0,1.3852982192474883e-06,1.0,3.993229984189384e-05,1.0,4.524704166897209e-08,1.0,4.394148709252477e-05,-1.3400511775785162e-06,140.0,0.0003796011151280254,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,217.7
ANODE-p1,1,circles,5,100,0.2,890,310,1.0,2.5446885047131218e-05,0.9866666793823242,0.04038126766681671,0.8709677457809448,0.39045828580856323,1.0,3.782477506319992e-05,0.3904328389235161,170.0,0.0003785727603826672,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,239.9
ANODE-p1,1,circles,8,100,0.2,900,293,1.0,9.01987505130819e-07,0.9993333220481873,0.0010804827325046062,0.9931740760803223,0.011054531671106815,1.0,9.125283213506918e-07,0.011053629683601685,152.0,0.0003600349009502679,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,228.3
ANODE-p1,1,circles,7,100,0.2,896,291,1.0,2.0299396055634134e-05,0.9990000128746033,0.00334008876234293,0.993127167224884,0.025586357340216637,0.999630868434906,0.0009504000772722065,0.025566057944161003,176.0,0.0005864790291525424,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,245.6
NODE,0,circles,3,100,0.2,896,274,0.9910714030265808,0.05129776522517204,0.9473333358764648,0.26990586519241333,0.5328466892242432,2.3732247352600098,0.988994836807251,0.05849380046129227,2.3219269700348377,230.0,0.0014378409832715988,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,540.8
ANODE-p1,1,circles,9,100,0.2,916,285,1.0,3.886351350956829e-06,0.9990000128746033,0.0043732523918151855,0.9894737005233765,0.04598773643374443,1.0,4.880744199908804e-06,0.045983850082393474,164.0,0.0004013905709143728,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,241.8
ANODE-p2,2,circles,1,100,0.2,910,322,1.0,1.0385442692495417e-06,1.0,9.066488360076619e-07,1.0,0.0,1.0,1.0156632015423384e-06,-1.0385442692495417e-06,128.0,0.00040892435936257243,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,193.7
ANODE-p2,2,circles,2,100,0.2,920,320,1.0,3.122764624663432e-08,0.9983333349227905,0.005934358574450016,1.0,4.433094957789763e-08,0.9981343150138855,0.006642933934926987,1.3103303331263305e-08,140.0,0.00027946216869167984,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,219.2
ANODE-p2,2,circles,0,100,0.2,910,283,1.0,2.3579858066113957e-09,0.999666690826416,0.0005381078808568418,0.9964664578437805,0.005704088602215052,1.0,2.448187785830669e-08,0.005704086244229245,200.0,0.0005884102429263294,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,292.6
NODE,0,circles,8,100,0.2,900,293,1.0,0.005056471098214388,0.999666690826416,0.005184962879866362,1.0,0.004608051851391792,0.9996305704116821,0.00524740619584918,-0.0004484192468225956,206.0,0.0018374822102487087,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,541.6
ANODE-p2,2,circles,3,100,0.2,896,274,1.0,3.56943155566114e-06,0.9953333139419556,0.016059933230280876,0.9525547623634338,0.1681913435459137,0.9996331334114075,0.0007686599856242537,0.16818777411435804,152.0,0.0003483603068161756,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,223.7
NODE,0,circles,2,100,0.2,920,320,0.998913049697876,0.018955247476696968,0.996666669845581,0.020061178132891655,1.0,0.010049179196357727,0.996268630027771,0.021256642416119576,-0.008906068280339241,212.0,0.001256398856639862,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,683.6
ANODE-p2,2,circles,4,100,0.2,908,291,1.0,4.239644567860523e-06,1.0,1.2995728866371792e-05,1.0,2.9449852263496723e-06,1.0,1.4075376384425908e-05,-1.294659341510851e-06,146.0,0.0002643203770276159,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,218.7
ANODE-p2,2,circles,8,100,0.2,900,293,1.0,1.640417053749843e-06,1.0,1.7401519016857492e-06,1.0,1.7417401068087202e-06,1.0,1.739980007187114e-06,1.0132305305887712e-07,146.0,0.00024005632440093905,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,208.5
ANODE-p2,2,circles,5,100,0.2,890,310,1.0,3.6164586880715888e-09,0.999666690826416,0.0011755682062357664,1.0,3.845460616602736e-10,0.9996282458305359,0.0013110426953062415,-3.231912626411315e-09,194.0,0.0015113591216504574,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,271.8
ANODE-p3,3,circles,3,100,0.2,896,274,1.0,1.2383434295770712e-05,0.9990000128746033,0.002145049860700965,0.9927007555961609,0.014550209045410156,0.9996331334114075,0.0008981626597233117,0.014537825611114386,128.0,0.0003333132772240788,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,183.4
ANODE-p3,3,circles,0,100,0.2,910,283,1.0,9.844681699178182e-06,0.9990000128746033,0.0036939410492777824,1.0,2.0366333046695217e-05,0.9988958239555359,0.004076576326042414,1.0521651347517036e-05,152.0,0.001168887596577406,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,261.0
ANODE-p3,3,circles,1,100,0.2,910,322,1.0,6.170022004425846e-08,1.0,2.4044871679507196e-05,1.0,0.0,1.0,2.6936002541333437e-05,-6.170022004425846e-08,164.0,0.00031075061997398734,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,243.2
ANODE-p2,2,circles,7,100,0.2,896,291,1.0,0.002097527962177992,0.9990000128746033,0.0037830648943781853,0.993127167224884,0.010121944360435009,0.999630868434906,0.0031021444592624903,0.008024416398257017,194.0,0.0006018836284056306,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,286.8
ANODE-p2,2,circles,6,100,0.2,910,274,1.0,0.0,0.999666690826416,0.0017090223263949156,1.0,0.0,0.9996331334114075,0.0018808023305609822,0.0,224.0,0.0017955354414880276,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,316.9
ANODE-p2,2,circles,9,100,0.2,916,285,1.0,0.00016076989413704723,0.9856666922569275,0.058872852474451065,0.859649121761322,0.5714060664176941,0.9988950490951538,0.005071032326668501,0.571245296523557,176.0,0.00043042292236350477,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,283.3
ANODE-p3,3,circles,4,100,0.2,908,291,1.0,1.0340561857447028e-05,0.999666690826416,0.0003275220515206456,1.0,1.1496394108689856e-05,0.999630868434906,0.0003614694287534803,1.1558322512428276e-06,146.0,0.00035486643901094794,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,213.0
ANODE-p3,3,circles,2,100,0.2,920,320,1.0,2.5324678063043393e-05,0.999666690826416,0.0005499624530784786,1.0,0.0016312722582370043,0.999626874923706,0.00042085081804543734,0.0016059475801739609,140.0,0.0003194923046976328,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,240.9
ANODE-p3,3,circles,5,100,0.2,890,310,1.0,3.487139110802673e-05,1.0,3.923140320694074e-05,1.0,6.374708755174652e-05,1.0,3.6406174331204966e-05,2.887569644371979e-05,152.0,0.0004411038535181433,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,210.6
ANODE-p3,3,circles,7,100,0.2,896,291,1.0,1.7203648212671396e-06,0.999666690826416,0.0008719086763449013,1.0,3.9391602513205726e-06,0.999630868434906,0.0009651457075960934,2.218795430053433e-06,116.0,0.00026155286468565464,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,159.6
ANODE-p3,3,circles,8,100,0.2,900,293,1.0,4.145793752741156e-07,1.0,4.166736289334949e-07,1.0,1.5745381176657247e-07,1.0,4.4473102889242e-07,-2.571255635075431e-07,140.0,0.0002616232668515295,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,177.0
ANODE-p3,3,circles,9,100,0.2,916,285,1.0,1.2532585458302492e-07,0.9973333477973938,0.017977388575673103,0.9894737005233765,0.045867640525102615,0.9981583952903748,0.015049680136144161,0.04586751519924803,140.0,0.00024774373741820455,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,190.9
NODE,0,circles,1,100,0.2,910,322,1.0,0.009486698545515537,0.9793333411216736,0.08367442339658737,0.8167701959609985,0.6721460819244385,0.9988797903060913,0.012917187064886093,0.6626593833789229,296.0,0.004126192536205053,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,1010.9
ANODE-p3,3,circles,6,100,0.2,910,274,1.0,0.0008445948478765786,0.9953333139419556,0.016716282814741135,0.9963503479957581,0.019391655921936035,0.9952310919761658,0.016447369009256363,0.018547061074059457,200.0,0.00047210644697770476,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,288.7
ANODE-p5,5,circles,1,100,0.2,910,322,1.0,7.224492946988903e-06,1.0,2.5350158466608264e-05,1.0,8.585601608501747e-05,1.0,1.807499756978359e-05,7.863152313802857e-05,110.0,0.00048752553993836045,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,168.7
ANODE-p5,5,circles,3,100,0.2,896,274,1.0,2.5796515501497197e-07,0.9993333220481873,0.0043192338198423386,0.9927007555961609,0.047287438064813614,1.0,3.4590976838444476e-07,0.0472871800996586,128.0,0.0003411762590985745,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,173.7
ANODE-p5,5,circles,0,100,0.2,910,283,1.0,3.5375940115045523e-06,0.999666690826416,0.0007999406079761684,1.0,1.5543979316134937e-05,0.999631941318512,0.0008816423360258341,1.2006385304630385e-05,140.0,0.0004488537088036537,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,210.4
ANODE-p5,5,circles,4,100,0.2,908,291,1.0,3.400870127734379e-06,0.9993333220481873,0.0026399947237223387,1.0,7.62500349082984e-06,0.999261736869812,0.002922763116657734,4.224133363095461e-06,140.0,0.00027766526909545064,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,198.2
ANODE-p5,5,circles,5,100,0.2,890,310,1.0,4.018289700979949e-09,0.996666669845581,0.03926759958267212,0.9677419066429138,0.38000860810279846,1.0,4.81687969511313e-08,0.38000860408450876,152.0,0.00027509770006872714,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,194.3
ANODE-p5,5,circles,9,100,0.2,916,285,1.0,7.308692602236988e-07,0.999666690826416,0.00045076009701006114,0.9964912533760071,0.004738778807222843,1.0,6.365660851770372e-07,0.0047380479379626195,122.0,0.000372302602045238,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,167.6
ANODE-p5,5,circles,6,100,0.2,910,274,1.0,0.0002462100237607956,0.9993333220481873,0.0010791748063638806,1.0,0.00032132922206074,0.9992663264274597,0.0011553483782336116,7.51191982999444e-05,128.0,0.00024083026801235974,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,200.4
ANODE-p5,5,circles,8,100,0.2,900,293,1.0,1.4155923054204322e-05,0.9990000128746033,0.002040593419224024,0.9931740760803223,0.011643756181001663,0.9996305704116821,0.0010011672275140882,0.011629600257947459,128.0,0.00027160003082826734,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,181.0
ANODE-p5,5,circles,2,100,0.2,920,320,1.0,0.0003424208262003958,0.9909999966621399,0.029663003981113434,0.925000011920929,0.23008427023887634,0.9988806247711182,0.005732099525630474,0.22974184941267595,146.0,0.00036907821777276695,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,232.4
ANODE-p5,5,circles,7,100,0.2,896,291,1.0,7.330744722366944e-08,0.9993333220481873,0.0034950198605656624,1.0,6.595377044504858e-08,0.999261736869812,0.0038704469334334135,-7.353676778620866e-09,152.0,0.00037679332308471203,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,214.6
NODE,0,circles,4,100,0.3333,842,507,1.0,3.7449492538144113e-06,0.9330000281333923,1.2854348421096802,0.6035503149032593,7.605891227722168,1.0,4.735280163004063e-05,7.605887482772914,182.0,0.0003949231468141079,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,205.8
NODE,0,circles,5,100,0.3333,829,506,1.0,4.6473323891405016e-05,0.9363333582878113,0.8618566989898682,0.6225296258926392,5.109385967254639,1.0,8.831319428281859e-05,5.109339493930747,170.0,0.000861752952914685,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,206.4
ANODE-p1,1,circles,0,100,0.3333,855,497,1.0,9.899250308365026e-09,0.999666690826416,0.0016509772976860404,1.0,3.2810433481245127e-07,0.9996004700660706,0.0019787331111729145,3.1820508450408624e-07,134.0,0.0004986455314792693,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,169.4
NODE,0,circles,6,100,0.3333,842,510,1.0,1.2479938050091732e-05,0.9326666593551636,1.13844633102417,0.6117647290229797,6.543221473693848,0.9983935952186584,0.031444329768419266,6.543208993755798,170.0,0.0005591031513176858,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,207.3
ANODE-p1,1,circles,2,100,0.3333,844,516,1.0,4.920850074086047e-07,1.0,1.8081180314766243e-05,1.0,0.0001008454491966404,1.0,8.886005957720045e-07,0.0001003533641892318,140.0,0.00035000391653738916,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,177.8
ANODE-p1,1,circles,1,100,0.3333,835,508,1.0,6.915495305293007e-07,1.0,1.14755505364883e-06,1.0,2.982920705107972e-06,1.0,7.734116138635727e-07,2.2913711745786713e-06,146.0,0.00030567191424779594,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,181.5
NODE,0,circles,0,100,0.3333,855,497,1.0,0.0024665507953613997,0.9976666569709778,0.028856871649622917,0.9979879260063171,0.009363113902509212,0.9976028800010681,0.03272758796811104,0.006896563107147813,176.0,0.0037313164211809635,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,308.8
NODE,0,circles,3,100,0.3333,827,470,1.0,0.0004081473161932081,0.9963333606719971,0.013584825210273266,0.9914893507957458,0.014463392086327076,0.9972332119941711,0.013421609997749329,0.014055244770133868,164.0,0.0007684194715693593,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,278.1
ANODE-p1,1,circles,3,100,0.3333,827,470,1.0,2.4114304324029945e-05,0.9593333601951599,0.17410898208618164,0.7404255270957947,1.1111990213394165,1.0,2.50321227213135e-05,1.1111749070350925,158.0,0.00040559202898293734,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,198.3
NODE,0,circles,7,100,0.3333,829,494,1.0,2.572379889898002e-05,0.9399999976158142,0.7825489640235901,0.637651801109314,4.48237943649292,0.9996009469032288,0.05321301147341728,4.482353712694021,230.0,0.005864618346095085,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,266.7
ANODE-p1,1,circles,4,100,0.3333,842,507,1.0,9.378951290273108e-06,0.9816666841506958,0.05775896832346916,0.8934911489486694,0.33699873089790344,0.9995988607406616,0.0009701382950879633,0.33698935194661317,140.0,0.00038673056405968964,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,189.9
ANODE-p1,1,circles,5,100,0.3333,829,506,1.0,2.3007817873121894e-09,0.9963333606719971,0.018921421840786934,0.9861660003662109,0.05187033861875534,0.9983961582183838,0.012236515991389751,0.05187033631797355,164.0,0.000747024139855057,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,199.5
ANODE-p1,1,circles,6,100,0.3333,842,510,1.0,2.964644352232426e-07,0.999666690826416,0.0031068858224898577,0.998039186000824,0.018224410712718964,1.0,1.0525604920985643e-05,0.01822411424828374,146.0,0.00036643058410845697,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,192.7
ANODE-p1,1,circles,8,100,0.3333,837,489,1.0,5.2438972488744184e-06,0.9713333249092102,0.08843401074409485,0.8241308927536011,0.5425130724906921,1.0,5.233576302998699e-06,0.5425078285934433,134.0,0.00035494857002049685,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,177.3
ANODE-p1,1,circles,7,100,0.3333,829,494,1.0,2.142585842079825e-08,0.999666690826416,0.0011056552175432444,1.0,1.4478860332900467e-09,0.9996009469032288,0.00132360914722085,-1.9977972387508203e-08,164.0,0.00028062841738574207,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,194.4
NODE,0,circles,9,100,0.3333,853,469,0.9953106641769409,0.03527293726801872,0.9610000252723694,0.1263280212879181,0.8059701323509216,0.5742896795272827,0.9897273778915405,0.043319717049598694,0.539016742259264,212.0,0.015645485371351242,0,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,374.7
