model,augment_dim,geometry,seed,epochs,width_over_pi,n_train_after_slice,n_slice_val,train_acc,train_loss,full_val_acc,full_val_loss,slice_val_acc,slice_val_loss,obs_val_acc,obs_val_loss,gen_gap_loss,fwd_nfe,recon_max,recon_ok,train_tol,eval_tol,hardware,wall_s
ANODE-p3,3,spheres,9,100,0.2,1090,292,1.0,6.22291267404762e-08,1.0,0.00010243610449833795,1.0,1.1512646835853957e-07,1.0,0.00011346923565724865,5.2897341618063365e-08,152.0,0.0005466513684950769,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,254.2
ANODE-p5,5,spheres,0,100,0.2,1069,287,1.0,8.150984649546444e-05,1.0,7.169134187279269e-05,1.0,0.0001427779789082706,1.0,6.417130498448387e-05,6.126813241280615e-05,146.0,0.00039378582732751966,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,243.6
ANODE-p3,3,spheres,7,100,0.2,1076,295,1.0,3.4887483479906223e-07,0.9990000128746033,0.004323942586779594,1.0,7.940530508676602e-07,0.9988909363746643,0.004795413464307785,4.45178216068598e-07,218.0,0.0029132510535418987,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,321.5
ANODE-p5,5,spheres,3,100,0.2,1084,278,1.0,5.613416306005092e-06,1.0,7.0525588853342924e-06,1.0,1.638301728235092e-05,1.0,6.099632628320251e-06,1.0769600976345828e-05,128.0,0.0005374507745727897,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,198.0
ANODE-p5,5,spheres,4,100,0.2,1072,291,1.0,5.684082680090796e-06,1.0,0.0001735311816446483,1.0,0.00017356104217469692,1.0,0.00017352795111946762,0.00016787695949460613,140.0,0.0005335209425538778,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,199.6
ANODE-p3,3,spheres,8,100,0.2,1080,288,1.0,4.087326601620589e-07,0.999666690826416,0.00130836374592036,1.0,1.0968907560027219e-07,0.9996312856674194,0.0014472934417426586,-2.990435845617867e-07,260.0,0.007293207570910454,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,373.2
ANODE-p5,5,spheres,5,100,0.2,1079,326,1.0,9.501388120725096e-09,0.9990000128746033,0.006066400092095137,1.0,1.2432868956580023e-08,0.9988780617713928,0.0068059819750487804,2.931480835854927e-09,152.0,0.00048246505321003497,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,240.1
ANODE-p5,5,spheres,1,100,0.2,1087,320,1.0,2.863434076516569e-07,1.0,3.0632699576926825e-07,1.0,2.458690175899392e-07,1.0,3.13545854169206e-07,-4.047439006171771e-08,230.0,0.05606326460838318,0,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,361.2
ANODE-p5,5,spheres,8,100,0.2,1080,288,1.0,3.0906104342420804e-09,0.999666690826416,0.001243552309460938,1.0,6.208815683805824e-09,0.9996312856674194,0.001375610358081758,3.1182052495637436e-09,146.0,0.0005917974631302059,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,224.6
ANODE-p5,5,spheres,7,100,0.2,1076,295,1.0,9.372698173137906e-08,1.0,9.738526387081947e-06,1.0,3.507566646021587e-07,1.0,1.0762330930447206e-05,2.5702968287077965e-07,158.0,0.0005323488730937243,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,252.7
ANODE-p5,5,spheres,6,100,0.2,1112,276,1.0,6.584255606867373e-05,0.9973333477973938,0.006871582008898258,1.0,4.530055230134167e-05,0.997063159942627,0.0075632319785654545,-2.0542003767332062e-05,182.0,0.0004154633206781,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,291.3
NODE,0,spheres,1,100,0.3333,1002,507,1.0,6.2297617660078686e-06,0.9076666831970215,1.6455223560333252,0.45562130212783813,9.731782913208008,0.9995988607406616,0.0010241606505587697,9.731776683446242,176.0,0.000982945435680449,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,235.6
NODE,0,spheres,0,100,0.3333,991,465,1.0,4.379171514301561e-06,0.9346666932106018,1.023059606552124,0.5784946084022522,6.600075721740723,1.0,5.6666940508875996e-05,6.600071342569208,206.0,0.0006210667197592556,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,277.5
NODE,0,spheres,3,100,0.3333,1011,468,1.0,2.599645767986658e-06,0.9296666383743286,1.676753282546997,0.5491452813148499,10.748101234436035,1.0,5.869795859325677e-05,10.748098634790267,188.0,0.0010303491726517677,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,236.1
ANODE-p5,5,spheres,9,100,0.2,1090,292,1.0,1.0459773420734564e-06,1.0,1.089292481992743e-06,1.0,1.2619008202818804e-06,1.0,1.0706803550419863e-06,2.1592347820842406e-07,200.0,0.00397723913192749,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,326.0
NODE,0,spheres,5,100,0.3333,1008,509,1.0,4.249980702297762e-05,0.9963333606719971,0.03398130461573601,1.0,0.0002453977649565786,0.9955841302871704,0.040874745696783066,0.000202897957933601,182.0,0.0008936691447161138,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,264.0
NODE,0,spheres,2,100,0.3333,999,514,1.0,0.00048101277207024395,0.9993333220481873,0.00524552259594202,1.0,0.0020836717449128628,0.9991955161094666,0.005899259354919195,0.0016026589728426188,170.0,0.0011119834380224347,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,313.9
NODE,0,spheres,2,100,0.2,1092,315,0.877289354801178,0.3204169273376465,0.8946666717529297,0.2758040428161621,0.920634925365448,0.4115108847618103,0.8916200995445251,0.2598831355571747,0.09109395742416382,476.0,0.004272301681339741,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,1384.0
NODE,0,spheres,9,100,0.3333,1011,489,1.0,0.00013877062883693725,0.9513333439826965,0.3622135519981384,0.7014315128326416,2.221484422683716,1.0,0.0001333144900854677,2.221345652054879,170.0,0.0009940284071490169,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,219.9
NODE,0,spheres,8,100,0.3333,1016,487,1.0,2.253963793918956e-05,0.9106666445732117,1.3862111568450928,0.4558521509170532,8.511516571044922,0.9988061785697937,0.005382003728300333,8.511494031406983,170.0,0.000882645312231034,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,245.0
ANODE-p1,1,spheres,1,100,0.3333,1002,507,1.0,6.168573349896178e-07,0.984333336353302,0.093141570687294,0.9092702269554138,0.5415650606155396,0.9995988607406616,0.0019459448521956801,0.5415644437582046,164.0,0.0006374065997079015,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,212.9
NODE,0,spheres,7,100,0.3333,1000,502,1.0,0.00011945165897486731,0.9990000128746033,0.002121186349540949,0.9980079531669617,0.005901159252971411,0.9991993308067322,0.001361560309305787,0.0057817075939965434,194.0,0.0011889535235241055,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,331.7
NODE,0,spheres,4,100,0.3333,990,485,1.0,0.000819329870864749,0.9933333396911621,0.02436639741063118,0.9876288771629333,0.02749389037489891,0.9944334030151367,0.023763278499245644,0.02667456050403416,278.0,0.012192953377962112,0,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,400.7
ANODE-p1,1,spheres,0,100,0.3333,991,465,1.0,5.677773273760067e-08,0.999666690826416,0.00029423172236420214,1.0,0.0,0.9996055364608765,0.00034820320433937013,-5.677773273760067e-08,206.0,0.0011818582424893975,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,270.0
ANODE-p1,1,spheres,5,100,0.3333,1008,509,1.0,1.4553327218891354e-06,0.999666690826416,0.001105738221667707,1.0,0.0012000007554888725,0.9995985627174377,0.0010864773066714406,0.0011985454227669834,140.0,0.0004968448774889112,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,197.7
ANODE-p1,1,spheres,2,100,0.3333,999,514,1.0,0.0,0.996666669845581,0.012685023248195648,0.9824903011322021,0.06449240446090698,0.9995977282524109,0.001973440870642662,0.06449240446090698,170.0,0.0005081682465970516,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,233.1
ANODE-p1,1,spheres,3,100,0.3333,1011,468,1.0,8.273858043139626e-07,0.9856666922569275,0.05475462228059769,0.9081196784973145,0.35096460580825806,1.0,4.90451930090785e-06,0.35096377842245374,188.0,0.0005538273835554719,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,264.8
ANODE-p1,1,spheres,4,100,0.3333,990,485,1.0,1.4124458402875462e-07,0.999666690826416,0.0007303743623197079,0.9979381561279297,0.003522429848089814,1.0,0.00019194617925677449,0.0035222886035057854,188.0,0.0005659253220073879,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,265.2
ANODE-p1,1,spheres,7,100,0.3333,1000,502,1.0,7.855850725491109e-08,0.9973333477973938,0.005537142511457205,0.9840637445449829,0.03303423151373863,1.0,1.1307160093565471e-05,0.03303415295523138,146.0,0.0004708724736701697,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,197.1
NODE,0,spheres,6,100,0.3333,1032,491,1.0,0.00045457822852768004,0.9629999995231628,0.28998392820358276,0.7739307284355164,1.7692490816116333,1.0,0.0004984017577953637,1.7687945033831056,242.0,0.0023305662907660007,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,441.3
ANODE-p1,1,spheres,9,100,0.3333,1011,489,1.0,6.284719944460448e-08,0.9679999947547913,0.2036656141281128,0.8098159432411194,1.231728434562683,0.9988052845001221,0.0034574472811073065,1.2317283717154837,170.0,0.0006250671576708555,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,235.7
ANODE-p1,1,spheres,6,100,0.3333,1032,491,1.0,9.386536135025381e-07,0.968666672706604,0.1850476861000061,0.8268839120864868,1.063610553741455,0.9964129328727722,0.01311690453439951,1.0636096150878416,200.0,0.0014382555382326245,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,290.4
ANODE-p2,2,spheres,0,100,0.3333,991,465,1.0,1.2337258340266999e-05,1.0,1.1048419764847495e-05,1.0,9.034632057591807e-06,1.0,1.1417813766456675e-05,-3.3026262826751918e-06,170.0,0.0005199003499001265,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,248.8
ANODE-p1,1,spheres,8,100,0.3333,1016,487,1.0,6.366400384649751e-07,0.9933333396911621,0.03324387967586517,0.9609856009483337,0.1888982653617859,0.9996020793914795,0.0030792641919106245,0.18889762872174742,212.0,0.000981097691692412,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,290.7
ANODE-p2,2,spheres,2,100,0.3333,999,514,1.0,2.3409634195559192e-06,0.9993333220481873,0.0008431275491602719,0.9961089491844177,0.004909716546535492,1.0,2.3282946131075732e-06,0.004907375583115936,164.0,0.00036860399995930493,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,231.4
ANODE-p2,2,spheres,1,100,0.3333,1002,507,1.0,7.478515726688784e-07,0.9610000252723694,0.2465599626302719,0.7731755375862122,1.4465327262878418,0.999197781085968,0.0025221637915819883,1.4465319784362691,194.0,0.003102072048932314,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,282.6
ANODE-p2,2,spheres,5,100,0.3333,1008,509,1.0,6.628642381656391e-07,1.0,6.461689918069169e-05,1.0,3.032106178579852e-06,1.0,7.720086432527751e-05,2.369241940414213e-06,164.0,0.0004323025932535529,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,232.2
ANODE-p2,2,spheres,7,100,0.3333,1000,502,1.0,1.6406595477747032e-06,1.0,0.00024858067627064884,1.0,0.0014765236992388964,1.0,1.8123178051610012e-06,0.0014748830396911217,128.0,0.0004647386376745999,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,199.3
ANODE-p2,2,spheres,9,100,0.3333,1011,489,1.0,1.638968569750432e-07,1.0,1.3085096384202188e-07,1.0,3.169162710037199e-09,1.0,1.5571610845199757e-07,-1.60727694265006e-07,128.0,0.0004153542686253786,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,193.1
ANODE-p2,2,spheres,3,100,0.3333,1011,468,1.0,1.3922954167355783e-06,1.0,1.958406073754304e-06,1.0,4.527600140136201e-06,1.0,1.4835313777439296e-06,3.1353047234006226e-06,194.0,0.0021756107453256845,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,291.6
ANODE-p2,2,spheres,6,100,0.3333,1032,491,1.0,1.2213614354550373e-05,0.9900000095367432,0.04573513939976692,0.9450101852416992,0.2449195683002472,0.9988043308258057,0.006755647249519825,0.24490735468589264,188.0,0.0004322094318922609,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,289.7
ANODE-p2,2,spheres,4,100,0.3333,990,485,1.0,7.463318070222158e-06,1.0,5.955708729743492e-06,1.0,1.7800231262299349e-06,1.0,6.760958967788611e-06,-5.683294943992223e-06,218.0,0.0052922628819942474,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,322.3
ANODE-p3,3,spheres,0,100,0.3333,991,465,1.0,5.712622055398242e-07,1.0,7.508151043111866e-07,1.0,1.9327130758028943e-06,1.0,5.340172606338456e-07,1.36145087026307e-06,164.0,0.00030605599749833345,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,240.5
ANODE-p2,2,spheres,8,100,0.3333,1016,487,1.0,4.787131615557882e-07,0.996999979019165,0.020798392593860626,0.987679660320282,0.08642099052667618,0.9988061785697937,0.008081239648163319,0.08642051181351462,194.0,0.0004332938988227397,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,282.0
ANODE-p3,3,spheres,2,100,0.3333,999,514,1.0,2.7920217689825222e-05,0.9980000257492065,0.004373670089989901,0.9902724027633667,0.016324054449796677,0.9995977282524109,0.001902833697386086,0.01629613423210685,146.0,0.0004794491396751255,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,226.4
ANODE-p3,3,spheres,4,100,0.3333,990,485,1.0,6.598645541089354e-08,0.9976666569709778,0.011750093661248684,0.9958763122558594,0.01931842602789402,0.9980119466781616,0.010290592908859253,0.01931836004143861,146.0,0.00042976485565304756,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,211.7
ANODE-p3,3,spheres,5,100,0.3333,1008,509,1.0,2.6771963348437566e-06,0.996666669845581,0.008610278367996216,0.9823182821273804,0.04762401431798935,0.9995985627174377,0.0006383826839737594,0.047621337121654506,152.0,0.0005051963380537927,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,214.0
ANODE-p3,3,spheres,1,100,0.3333,1002,507,1.0,6.543423136662341e-09,0.9923333525657654,0.044111087918281555,0.9585798978805542,0.24113214015960693,0.999197781085968,0.004043031949549913,0.2411321336161838,194.0,0.00031319799018092453,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,281.7
ANODE-p3,3,spheres,3,100,0.3333,1011,468,1.0,5.703822353098076e-06,0.984000027179718,0.055348653346300125,0.8995726704597473,0.3521404564380646,0.9996050596237183,0.0004914074670523405,0.3521347526157115,170.0,0.001368926139548421,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,257.6
ANODE-p3,3,spheres,7,100,0.3333,1000,502,1.0,1.252847596333595e-05,0.9773333072662354,0.08755697309970856,0.8725099563598633,0.5103991627693176,0.9983987212181091,0.0025822867173701525,0.5103866342933543,158.0,0.00042119662975892425,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,230.3
ANODE-p3,3,spheres,6,100,0.3333,1032,491,1.0,1.0118816362592042e-07,1.0,5.26903178865723e-08,1.0,0.0,1.0,6.300157195937572e-08,-1.0118816362592042e-07,182.0,0.0003840606950689107,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,281.7
ANODE-p5,5,spheres,2,100,0.3333,999,514,1.0,2.0751224383275257e-07,1.0,2.0607292583463277e-07,1.0,2.5813201887103787e-07,1.0,1.9530931183453504e-07,5.06197750382853e-08,128.0,0.0004838330496568233,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,198.8
ANODE-p3,3,spheres,9,100,0.3333,1011,489,1.0,2.614612185425358e-06,1.0,1.4516720057144994e-06,1.0,4.618324055627454e-06,1.0,8.349881568392448e-07,2.003711870202096e-06,164.0,0.0004709432541858405,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,249.0
ANODE-p5,5,spheres,3,100,0.3333,1011,468,1.0,1.4461850241787033e-06,0.9929999709129333,0.024219563230872154,0.9551281929016113,0.15506628155708313,1.0,3.462892709649168e-05,0.15506483537205895,140.0,0.00040928987436927855,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,212.3
ANODE-p3,3,spheres,8,100,0.3333,1016,487,1.0,3.6660760542872595e-06,0.9950000047683716,0.015581737272441387,0.9815195202827454,0.06429006159305573,0.9976124167442322,0.006142441648989916,0.06428639551700144,188.0,0.0028282238636165857,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,284.9
ANODE-p5,5,spheres,1,100,0.3333,1002,507,1.0,2.05244268727256e-05,0.9633333086967468,0.16317038238048553,0.8027613162994385,0.8873094320297241,0.9959887862205505,0.015902655199170113,0.8872889076028514,158.0,0.00039167964132502675,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,238.6
ANODE-p5,5,spheres,0,100,0.3333,991,465,1.0,1.376634190819459e-05,1.0,1.0280270544171799e-05,1.0,1.7331552953692153e-05,1.0,8.986839020508341e-06,3.5652110454975627e-06,170.0,0.0006673118332400918,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,272.8
ANODE-p5,5,spheres,4,100,0.3333,990,485,1.0,2.266268347739242e-05,0.9963333606719971,0.01069258339703083,0.9814432859420776,0.05417333170771599,0.9992047548294067,0.0023076289799064398,0.054150669024238596,152.0,0.0004591002070810646,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,240.8
ANODE-p5,5,spheres,5,100,0.3333,1008,509,1.0,3.518865696605644e-06,0.984666645526886,0.07316836714744568,0.9096267223358154,0.4312182068824768,1.0,6.0256429605942685e-06,0.4312146880167802,140.0,0.0005448965821415186,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,210.1
ANODE-p5,5,spheres,8,100,0.3333,1016,487,1.0,9.994306537919329e-07,0.9973333477973938,0.006193092558532953,0.9835729002952576,0.03766955807805061,1.0,9.31966133066453e-05,0.03766855864739682,152.0,0.0004760712035931647,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,220.5
ANODE-p5,5,spheres,7,100,0.3333,1000,502,1.0,1.1862131259476882e-06,0.9879999756813049,0.055491119623184204,0.9302788972854614,0.324928879737854,0.9995996952056885,0.0013446889352053404,0.32492769352472806,152.0,0.000417655857745558,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,247.1
ANODE-p5,5,spheres,9,100,0.3333,1011,489,1.0,0.00038097245851531625,0.9993333220481873,0.0016405490459874272,1.0,0.0005709180841222405,0.9992035031318665,0.0018488522619009018,0.0001899456256069243,152.0,0.0006177882314659655,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,249.3
ANODE-p5,5,spheres,6,100,0.3333,1032,491,1.0,0.0006630338029935956,0.9993333220481873,0.001960307126864791,0.9979633688926697,0.007039939984679222,0.999601423740387,0.0009662457159720361,0.0063769061816856265,158.0,0.0014385461108759046,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,289.5
NODE,0,circles,6,100,0.125,945,162,1.0,8.78319679031847e-06,0.9803333282470703,0.3609800934791565,0.6358024477958679,6.679508686065674,1.0,0.0003029863873962313,6.6794999028688835,194.0,0.0007933509768918157,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,237.3
NODE,0,circles,4,100,0.125,950,185,1.0,2.269819742650725e-05,0.984333336353302,0.1805993616580963,0.7675675749778748,2.900203227996826,0.9985790252685547,0.0018687573028728366,2.9001805297993997,200.0,0.0005811576847918332,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,251.1
NODE,0,circles,1,100,0.125,941,206,1.0,0.00019661812984850258,0.9986666440963745,0.011201925575733185,1.0,0.00016752207011450082,0.9985683560371399,0.01201548706740141,-2.9096059734001756e-05,182.0,0.0016736026154831052,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,307.6
NODE,0,circles,3,100,0.125,936,184,1.0,0.00030197511659935117,0.9956666827201843,0.025168878957629204,0.9728260636329651,0.10978136956691742,0.9971590638160706,0.019640222191810608,0.10947939445031807,170.0,0.0008177906274795532,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,305.7
NODE,0,circles,5,100,0.125,927,201,1.0,5.065571895102039e-05,0.9733333587646484,0.3479169011116028,0.6019900441169739,5.19155216217041,1.0,8.883962436811998e-05,5.191501506451459,194.0,0.001028507249429822,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,284.9
ANODE-p1,1,circles,0,100,0.125,948,176,1.0,2.06226999921455e-08,0.9993333220481873,0.0023230956867337227,1.0,6.773254401792883e-09,0.9992917776107788,0.0024678772315382957,-1.3849445590352616e-08,140.0,0.0006834367522969842,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,182.8
ANODE-p1,1,circles,1,100,0.125,941,206,1.0,7.892372622109178e-08,1.0,0.00011055146023863927,1.0,0.0,1.0,0.00011870235175592825,-7.892372622109178e-08,134.0,0.00033131579402834177,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,183.2
NODE,0,circles,7,100,0.125,942,179,1.0,1.3998143003846053e-05,0.9769999980926514,0.37401482462882996,0.6256983280181885,6.238753795623779,0.9992910027503967,0.0018814651994034648,6.2387397974807755,230.0,0.0008703030762262642,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,299.0
NODE,0,circles,0,100,0.125,948,176,1.0,0.0009571468690410256,0.9980000257492065,0.00696905143558979,1.0,0.0015928727807477117,0.9978753328323364,0.007304109632968903,0.000635725911706686,182.0,0.0010788242798298597,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,399.5
ANODE-p1,1,circles,2,100,0.125,948,208,1.0,6.488582471320115e-08,1.0,3.1212042017614294e-07,1.0,2.9246027679619147e-06,1.0,1.1749420991691295e-07,2.8597169432487135e-06,140.0,0.0004841010377276689,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,181.7
NODE,0,circles,2,100,0.125,948,208,1.0,0.0006301847752183676,0.9993333220481873,0.005590802524238825,1.0,0.000863446039147675,0.9992836713790894,0.005942984018474817,0.00023326126392930746,158.0,0.0018869568593800068,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,374.9
ANODE-p1,1,circles,3,100,0.125,936,184,1.0,8.995455573312938e-06,0.999666690826416,0.0002823678369168192,0.9945651888847351,0.0044661168940365314,1.0,8.997893928608391e-06,0.0044571214384632185,146.0,0.0004867295501753688,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,197.4
NODE,0,circles,8,100,0.125,935,168,1.0,0.0008066568407230079,0.9986666440963745,0.006471221800893545,1.0,0.0011149102356284857,0.9985875487327576,0.006788969039916992,0.00030825339490547776,164.0,0.0015743487747386098,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,314.4
ANODE-p1,1,circles,4,100,0.125,950,185,1.0,1.0582001550574205e-06,0.9976666569709778,0.010331530123949051,0.9945945739746094,0.01144324615597725,0.997868537902832,0.010258467867970467,0.011442187955822192,170.0,0.0003565013175830245,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,217.5
ANODE-p1,1,circles,5,100,0.125,927,201,1.0,7.149984782017782e-08,0.9980000257492065,0.01046545710414648,0.9850746393203735,0.06324077397584915,0.9989281892776489,0.006675589829683304,0.06324070247600133,146.0,0.0002970410278066993,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,216.6
ANODE-p1,1,circles,6,100,0.125,945,162,1.0,4.200691705591453e-08,1.0,6.949384783183632e-07,1.0,0.0,1.0,7.346072834479855e-07,-4.200691705591453e-08,146.0,0.00041789168608374894,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,196.7
ANODE-p1,1,circles,8,100,0.125,935,168,1.0,7.783519890836033e-07,0.999666690826416,0.007070315536111593,1.0,1.348846240034618e-06,0.9996469020843506,0.0074896616861224174,5.704942509510147e-07,152.0,0.00035192366340197623,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,200.8
ANODE-p2,2,circles,1,100,0.125,941,206,1.0,2.8087988539482467e-06,1.0,2.862015662685735e-06,1.0,6.973157837819599e-07,1.0,3.0216174309316557e-06,-2.1114830701662868e-06,122.0,0.0004472123400773853,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,173.8
ANODE-p2,2,circles,2,100,0.125,948,208,1.0,1.4712516538395448e-08,1.0,3.0486622563330457e-05,1.0,0.0,1.0,3.2757834560470656e-05,-1.4712516538395448e-08,128.0,0.00030915965908207,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,183.0
ANODE-p1,1,circles,9,100,0.125,949,182,1.0,1.1386458027118351e-05,1.0,1.182828509627143e-05,1.0,8.346546565007884e-06,1.0,1.2053153113811277e-05,-3.0399114621104673e-06,158.0,0.00039690060657449067,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,228.7
ANODE-p1,1,circles,7,100,0.125,942,179,1.0,8.897510269889608e-06,1.0,8.917260856833309e-06,1.0,3.7747197438875446e-06,1.0,9.2435693659354e-06,-5.122790526002063e-06,170.0,0.0005987816257402301,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,240.3
ANODE-p2,2,circles,3,100,0.125,936,184,1.0,1.0774682834835403e-07,0.999666690826416,0.0016443533822894096,0.9945651888847351,0.026808394119143486,1.0,1.1184331327740438e-07,0.026808286372315138,176.0,0.00043804041342809796,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,253.6
ANODE-p2,2,circles,0,100,0.125,948,176,1.0,1.0221767297480255e-05,0.999666690826416,0.0006893865065649152,1.0,4.774412445840426e-06,0.9996458888053894,0.0007320535369217396,-5.4473548516398296e-06,182.0,0.002100689336657524,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,282.2
ANODE-p2,2,circles,4,100,0.125,950,185,1.0,1.0784778169181664e-05,1.0,9.900780241878238e-06,1.0,2.090346015393152e-06,1.0,1.0414077223686036e-05,-8.694432153788512e-06,182.0,0.00029557282687164843,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,258.1
ANODE-p2,2,circles,5,100,0.125,927,201,1.0,0.00010210633627139032,0.9900000095367432,0.048833079636096954,0.9402984976768494,0.3393695652484894,0.9935691356658936,0.027969254180788994,0.339267458912218,200.0,0.00034038827288895845,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,275.0
ANODE-p2,2,circles,8,100,0.125,935,168,1.0,2.3972538656380493e-06,1.0,5.632089596474543e-05,1.0,1.0679110573619255e-06,1.0,5.9598616644507274e-05,-1.3293428082761238e-06,128.0,0.00039101578295230865,1,1e-06,1e-06,AMD Ryzen 7 7700X 8-Core Processor,177.2
