model,params,seed,epoch,tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,faithful_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,85316,2,1,0.001,0.001,0.8676666666666667,0.4416490173180898,0.9097,0.31335400478839875,20.485106382978724,20,0.016392799094319344,0,-0.042033333333333256,82.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,1,0.001,1e-05,0.8676666666666667,0.4416490173180898,0.9097,0.31335400478839875,20.485106382978724,50,0.0005576088442467153,1,-0.042033333333333256,82.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,1,0.001,1e-06,0.8676666666666667,0.4416490173180898,0.9097,0.31335400478839875,20.485106382978724,86,0.00011703363270498812,1,-0.042033333333333256,82.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,1,0.001,1e-07,0.8676666666666667,0.4416490173180898,0.9097,0.31335400478839875,20.485106382978724,260,2.221059548901394e-05,1,-0.042033333333333256,82.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,2,0.001,0.001,0.9144333333333333,0.2920109108130137,0.9232,0.2600100166797638,27.27659574468085,26,0.02829030156135559,0,-0.0087666666666667,89.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,2,0.001,1e-05,0.9144333333333333,0.2920109108130137,0.9232,0.2600100166797638,27.27659574468085,56,0.0010615292703732848,1,-0.0087666666666667,89.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,2,0.001,1e-06,0.9144333333333333,0.2920109108130137,0.9232,0.2600100166797638,27.27659574468085,110,0.00010077228216687217,1,-0.0087666666666667,89.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,2,0.001,1e-07,0.9144333333333333,0.2920109108130137,0.9232,0.2600100166797638,27.27659574468085,260,4.223436553729698e-05,1,-0.0087666666666667,89.4,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,3,0.001,0.001,0.92125,0.26678024611473083,0.926,0.24385110065937043,29.982978723404255,32,0.024427419528365135,0,-0.004750000000000032,91.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,2,3,0.001,1e-05,0.92125,0.26678024611473083,0.926,0.24385110065937043,29.982978723404255,50,0.0012043840251863003,1,-0.004750000000000032,91.2,nan,nan,NVIDIA GeForce RTX 3090
