model,params,seed,epoch,tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,faithful_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,85316,1,8,0.001,0.001,0.94505,0.18948836317062379,0.9464,0.1910525642454624,40.11914893617021,38,2.3150603771209717,0,-0.0013500000000000734,121.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,8,0.001,1e-05,0.94505,0.18948836317062379,0.9464,0.1910525642454624,40.11914893617021,86,0.33452072739601135,0,-0.0013500000000000734,121.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,8,0.001,1e-06,0.94505,0.18948836317062379,0.9464,0.1910525642454624,40.11914893617021,170,0.04458487778902054,0,-0.0013500000000000734,121.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,8,0.001,1e-07,0.94505,0.18948836317062379,0.9464,0.1910525642454624,40.11914893617021,542,0.009555218741297722,1,-0.0013500000000000734,121.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,9,0.001,0.001,0.9494,0.1729359004020691,0.9434,0.19584810979366302,39.863829787234046,38,7.928486347198486,0,0.006000000000000005,124.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,9,0.001,1e-05,0.9494,0.1729359004020691,0.9434,0.19584810979366302,39.863829787234046,86,1.9410122632980347,0,0.006000000000000005,124.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,9,0.001,1e-06,0.9494,0.1729359004020691,0.9434,0.19584810979366302,39.863829787234046,182,0.38646966218948364,0,0.006000000000000005,124.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,9,0.001,1e-07,0.9494,0.1729359004020691,0.9434,0.19584810979366302,39.863829787234046,560,0.14173035323619843,0,0.006000000000000005,124.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,10,0.001,0.001,0.9421333333333334,0.20150706173578897,0.9519,0.17236365554332733,41.16595744680851,38,3.9060168266296387,0,-0.00976666666666659,120.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,10,0.001,1e-05,0.9421333333333334,0.20150706173578897,0.9519,0.17236365554332733,41.16595744680851,86,0.8881664872169495,0,-0.00976666666666659,120.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,10,0.001,1e-06,0.9421333333333334,0.20150706173578897,0.9519,0.17236365554332733,41.16595744680851,182,0.17445778846740723,0,-0.00976666666666659,120.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,10,0.001,1e-07,0.9421333333333334,0.20150706173578897,0.9519,0.17236365554332733,41.16595744680851,578,0.035916656255722046,0,-0.00976666666666659,120.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,11,0.001,0.001,0.9558166666666666,0.15178737176259358,0.9528,0.1644948554933071,38.638297872340424,38,4.165299892425537,0,0.0030166666666666675,127.8,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,11,0.001,1e-05,0.9558166666666666,0.15178737176259358,0.9528,0.1644948554933071,38.638297872340424,80,0.980536937713623,0,0.0030166666666666675,127.8,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,11,0.001,1e-06,0.9558166666666666,0.15178737176259358,0.9528,0.1644948554933071,38.638297872340424,164,0.1549067199230194,0,0.0030166666666666675,127.8,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,11,0.001,1e-07,0.9558166666666666,0.15178737176259358,0.9528,0.1644948554933071,38.638297872340424,590,0.05721772462129593,0,0.0030166666666666675,127.8,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,12,0.001,0.001,0.9583,0.1416301185766856,0.956,0.16751960027217866,41.319148936170215,38,5.616025924682617,0,0.0023000000000000798,134.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,12,0.001,1e-05,0.9583,0.1416301185766856,0.956,0.16751960027217866,41.319148936170215,80,0.6567357778549194,0,0.0023000000000000798,134.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,12,0.001,1e-06,0.9583,0.1416301185766856,0.956,0.16751960027217866,41.319148936170215,188,0.135426864027977,0,0.0023000000000000798,134.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,12,0.001,1e-07,0.9583,0.1416301185766856,0.956,0.16751960027217866,41.319148936170215,482,0.03710563853383064,0,0.0023000000000000798,134.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,13,0.001,0.001,0.9603,0.134540842906634,0.9562,0.17257455751895903,42.18723404255319,38,4.732466220855713,0,0.0040999999999999925,134.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,13,0.001,1e-05,0.9603,0.134540842906634,0.9562,0.17257455751895903,42.18723404255319,80,0.765730082988739,0,0.0040999999999999925,134.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,13,0.001,1e-06,0.9603,0.134540842906634,0.9562,0.17257455751895903,42.18723404255319,158,0.17378215491771698,0,0.0040999999999999925,134.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,13,0.001,1e-07,0.9603,0.134540842906634,0.9562,0.17257455751895903,42.18723404255319,512,0.07831772416830063,0,0.0040999999999999925,134.0,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,14,0.001,0.001,0.9610333333333333,0.13242538672685622,0.9543,0.16434176816940307,41.702127659574465,38,11.210755348205566,0,0.006733333333333258,144.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,14,0.001,1e-05,0.9610333333333333,0.13242538672685622,0.9543,0.16434176816940307,41.702127659574465,80,2.206342935562134,0,0.006733333333333258,144.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,14,0.001,1e-06,0.9610333333333333,0.13242538672685622,0.9543,0.16434176816940307,41.702127659574465,200,0.36748892068862915,0,0.006733333333333258,144.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,14,0.001,1e-07,0.9610333333333333,0.13242538672685622,0.9543,0.16434176816940307,41.702127659574465,608,0.17095057666301727,0,0.006733333333333258,144.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,15,0.001,0.001,0.9591,0.13660311493873598,0.9594,0.14375477843284606,42.03404255319149,50,10.985001564025879,0,-0.000300000000000078,155.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,15,0.001,1e-05,0.9591,0.13660311493873598,0.9594,0.14375477843284606,42.03404255319149,80,1.6152193546295166,0,-0.000300000000000078,155.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,15,0.001,1e-06,0.9591,0.13660311493873598,0.9594,0.14375477843284606,42.03404255319149,182,0.9115201830863953,0,-0.000300000000000078,155.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,15,0.001,1e-07,0.9591,0.13660311493873598,0.9594,0.14375477843284606,42.03404255319149,506,0.39608779549598694,0,-0.000300000000000078,155.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,16,0.001,0.001,0.9573333333333334,0.14187270815372466,0.9575,0.15797761182188988,41.37021276595745,50,8.84676456451416,0,-0.0001666666666666483,145.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,16,0.001,1e-05,0.9573333333333334,0.14187270815372466,0.9575,0.15797761182188988,41.37021276595745,92,1.5947818756103516,0,-0.0001666666666666483,145.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,16,0.001,1e-06,0.9573333333333334,0.14187270815372466,0.9575,0.15797761182188988,41.37021276595745,176,0.7064031362533569,0,-0.0001666666666666483,145.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,16,0.001,1e-07,0.9573333333333334,0.14187270815372466,0.9575,0.15797761182188988,41.37021276595745,542,0.3026714026927948,0,-0.0001666666666666483,145.1,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,17,0.001,0.001,0.9623,0.1276418996890386,0.96,0.14554569382667543,41.268085106382976,38,56.45811080932617,0,0.0023000000000000798,164.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,17,0.001,1e-05,0.9623,0.1276418996890386,0.96,0.14554569382667543,41.268085106382976,92,4.140524387359619,0,0.0023000000000000798,164.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,17,0.001,1e-06,0.9623,0.1276418996890386,0.96,0.14554569382667543,41.268085106382976,188,1.0427888631820679,0,0.0023000000000000798,164.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,17,0.001,1e-07,0.9623,0.1276418996890386,0.96,0.14554569382667543,41.268085106382976,530,0.6261557340621948,0,0.0023000000000000798,164.2,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,18,0.001,0.001,0.9640166666666666,0.11988148771524429,0.9584,0.14925312046706676,38.99574468085106,32,30.68453598022461,0,0.005616666666666603,159.7,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,18,0.001,1e-05,0.9640166666666666,0.11988148771524429,0.9584,0.14925312046706676,38.99574468085106,86,2.8112266063690186,0,0.005616666666666603,159.7,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,18,0.001,1e-06,0.9640166666666666,0.11988148771524429,0.9584,0.14925312046706676,38.99574468085106,170,1.4477719068527222,0,0.005616666666666603,159.7,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,18,0.001,1e-07,0.9640166666666666,0.11988148771524429,0.9584,0.14925312046706676,38.99574468085106,536,0.6555138230323792,0,0.005616666666666603,159.7,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,19,0.001,0.001,0.9534666666666667,0.15433299109141033,0.879,0.41541477706432345,38.638297872340424,32,1971.1544189453125,0,0.07446666666666668,168.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,19,0.001,1e-05,0.9534666666666667,0.15433299109141033,0.879,0.41541477706432345,38.638297872340424,74,6.561649799346924,0,0.07446666666666668,168.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,19,0.001,1e-06,0.9534666666666667,0.15433299109141033,0.879,0.41541477706432345,38.638297872340424,158,2.876391887664795,0,0.07446666666666668,168.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,19,0.001,1e-07,0.9534666666666667,0.15433299109141033,0.879,0.41541477706432345,38.638297872340424,536,1.1564242839813232,0,0.07446666666666668,168.9,nan,nan,NVIDIA GeForce RTX 3090
NODE,85316,1,20,0.001,0.001,0.8955666666666666,0.3438857974688212,0.9233,0.25606642608642577,45.81276595744681,38,2.364741563796997,0,-0.027733333333333388,208.9,0.9233,0.25606642608642577,NVIDIA GeForce RTX 3090
NODE,85316,1,20,0.001,1e-05,0.8955666666666666,0.3438857974688212,0.9233,0.25606642608642577,45.81276595744681,86,0.10225490480661392,0,-0.027733333333333388,208.9,0.9229,0.2558111569404602,NVIDIA GeForce RTX 3090
NODE,85316,1,20,0.001,1e-06,0.8955666666666666,0.3438857974688212,0.9233,0.25606642608642577,45.81276595744681,158,0.021705513820052147,0,-0.027733333333333388,208.9,0.923,0.25583646621704104,NVIDIA GeForce RTX 3090
NODE,85316,1,20,0.001,1e-07,0.8955666666666666,0.3438857974688212,0.9233,0.25606642608642577,45.81276595744681,776,0.00641228724271059,1,-0.027733333333333388,208.9,0.923,0.2558390830516815,NVIDIA GeForce RTX 3090
