model,params,seed,epoch,tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,faithful_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,85316,4,1,0.001,0.001,0.8514833333333334,0.4972169894059499,0.9119,0.29441462132930757,20.204255319148935,20,0.022798694670200348,0,-0.060416666666666674,64.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,1,0.001,1e-05,0.8514833333333334,0.4972169894059499,0.9119,0.29441462132930757,20.204255319148935,44,0.00045966176548972726,1,-0.060416666666666674,64.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,1,0.001,1e-06,0.8514833333333334,0.4972169894059499,0.9119,0.29441462132930757,20.204255319148935,92,0.00010747975466074422,1,-0.060416666666666674,64.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,1,0.001,1e-07,0.8514833333333334,0.4972169894059499,0.9119,0.29441462132930757,20.204255319148935,200,2.403354665148072e-05,1,-0.060416666666666674,64.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,2,0.001,0.001,0.9134333333333333,0.2928271301905314,0.9208,0.2770163497447968,20.25531914893617,20,0.052625082433223724,0,-0.0073666666666666325,62.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,2,0.001,1e-05,0.9134333333333333,0.2928271301905314,0.9208,0.2770163497447968,20.25531914893617,44,0.0005868451553396881,1,-0.0073666666666666325,62.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,2,0.001,1e-06,0.9134333333333333,0.2928271301905314,0.9208,0.2770163497447968,20.25531914893617,104,0.0001094377221306786,1,-0.0073666666666666325,62.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,2,0.001,1e-07,0.9134333333333333,0.2928271301905314,0.9208,0.2770163497447968,20.25531914893617,212,3.0126764613669366e-05,1,-0.0073666666666666325,62.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,3,0.001,0.001,0.92055,0.2696623462994893,0.9273,0.24938403868675232,21.27659574468085,20,0.05464228615164757,0,-0.006750000000000034,67.6,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,3,0.001,1e-05,0.92055,0.2696623462994893,0.9273,0.24938403868675232,21.27659574468085,50,0.0018727777060121298,1,-0.006750000000000034,67.6,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,3,0.001,1e-06,0.92055,0.2696623462994893,0.9273,0.24938403868675232,21.27659574468085,98,0.00019507216347847134,1,-0.006750000000000034,67.6,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,3,0.001,1e-07,0.92055,0.2696623462994893,0.9273,0.24938403868675232,21.27659574468085,260,5.732184217777103e-05,1,-0.006750000000000034,67.6,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,4,0.001,0.001,0.9252833333333333,0.2554163659095764,0.931,0.2420840395927429,27.22553191489362,26,0.07063990831375122,0,-0.005716666666666703,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,4,0.001,1e-05,0.9252833333333333,0.2554163659095764,0.931,0.2420840395927429,27.22553191489362,50,0.0034473943524062634,1,-0.005716666666666703,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,4,4,0.001,1e-06,0.9252833333333333,0.2554163659095764,0.931,0.2420840395927429,27.22553191489362,104,0.0006591783603653312,1,-0.005716666666666703,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
