model,params,seed,epoch,tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,faithful_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,85316,3,8,0.001,1e-06,0.9492833333333334,0.17671445723374685,0.9379,0.21954957244694234,34.11914893617021,176,0.0036174592096358538,1,0.011383333333333412,104.7,0.9365,0.22226077646017076,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,85316,3,8,0.001,1e-07,0.9492833333333334,0.17671445723374685,0.9379,0.21954957244694234,34.11914893617021,572,0.0007572880131192505,1,0.011383333333333412,104.7,0.9365,0.22226187356710433,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,1,0.001,0.001,0.87325,0.44793043535550436,0.9178,0.28831861312389373,20.0,20,0.013569316826760769,0,-0.04454999999999998,47.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,1,0.001,1e-05,0.87325,0.44793043535550436,0.9178,0.28831861312389373,20.0,32,0.0018332756590098143,1,-0.04454999999999998,47.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,1,0.001,1e-06,0.87325,0.44793043535550436,0.9178,0.28831861312389373,20.0,62,0.00015015891403891146,1,-0.04454999999999998,47.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,1,0.001,1e-07,0.87325,0.44793043535550436,0.9178,0.28831861312389373,20.0,128,3.371220009285025e-05,1,-0.04454999999999998,47.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,2,0.001,0.001,0.9331833333333334,0.23257137117783228,0.9653,0.12500944079309703,20.51063829787234,26,0.06830727308988571,0,-0.03211666666666668,50.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,2,0.001,1e-05,0.9331833333333334,0.23257137117783228,0.9653,0.12500944079309703,20.51063829787234,56,0.0031481811311095953,1,-0.03211666666666668,50.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,2,0.001,1e-06,0.9331833333333334,0.23257137117783228,0.9653,0.12500944079309703,20.51063829787234,98,0.0006626415415666997,1,-0.03211666666666668,50.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,2,0.001,1e-07,0.9331833333333334,0.23257137117783228,0.9653,0.12500944079309703,20.51063829787234,188,0.00010134882904822007,1,-0.03211666666666668,50.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,3,0.001,0.001,0.9663,0.1142627074042956,0.9729,0.09149577782526612,20.17872340425532,20,0.10733026266098022,0,-0.006599999999999939,54.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,3,0.001,1e-05,0.9663,0.1142627074042956,0.9729,0.09149577782526612,20.17872340425532,44,0.0033762368839234114,1,-0.006599999999999939,54.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,3,0.001,1e-06,0.9663,0.1142627074042956,0.9729,0.09149577782526612,20.17872340425532,86,0.0006953856209293008,1,-0.006599999999999939,54.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,3,0.001,1e-07,0.9663,0.1142627074042956,0.9729,0.09149577782526612,20.17872340425532,188,0.00010378794831922278,1,-0.006599999999999939,54.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,4,0.001,0.001,0.97565,0.08216223384539287,0.9769,0.07562731648683547,20.0,20,0.13889290392398834,0,-0.0012499999999999734,57.3,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,4,0.001,1e-05,0.97565,0.08216223384539287,0.9769,0.07562731648683547,20.0,44,0.0032565207220613956,1,-0.0012499999999999734,57.3,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,4,0.001,1e-06,0.97565,0.08216223384539287,0.9769,0.07562731648683547,20.0,92,0.0006035513360984623,1,-0.0012499999999999734,57.3,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,4,0.001,1e-07,0.97565,0.08216223384539287,0.9769,0.07562731648683547,20.0,200,0.00010071993892779574,1,-0.0012499999999999734,57.3,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,5,0.001,0.001,0.9795166666666667,0.06919609119097392,0.9758,0.07845020978711545,20.0,20,0.1959783285856247,0,0.0037166666666667014,57.1,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,5,0.001,1e-05,0.9795166666666667,0.06919609119097392,0.9758,0.07845020978711545,20.0,44,0.0036107429768890142,1,0.0037166666666667014,57.1,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,5,0.001,1e-06,0.9795166666666667,0.06919609119097392,0.9758,0.07845020978711545,20.0,86,0.0007015381706878543,1,0.0037166666666667014,57.1,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,5,0.001,1e-07,0.9795166666666667,0.06919609119097392,0.9758,0.07845020978711545,20.0,194,0.00011288678797427565,1,0.0037166666666667014,57.1,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,6,0.001,0.001,0.9814166666666667,0.05955455841620763,0.9801,0.06187628878578544,20.0,20,0.25834226608276367,0,0.0013166666666667437,59.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,6,0.001,1e-05,0.9814166666666667,0.05955455841620763,0.9801,0.06187628878578544,20.0,50,0.004184685181826353,1,0.0013166666666667437,59.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,6,0.001,1e-06,0.9814166666666667,0.05955455841620763,0.9801,0.06187628878578544,20.0,86,0.0006934245466254652,1,0.0013166666666667437,59.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,6,0.001,1e-07,0.9814166666666667,0.05955455841620763,0.9801,0.06187628878578544,20.0,206,0.00010904798546107486,1,0.0013166666666667437,59.2,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,7,0.001,0.001,0.9837666666666667,0.05188457106947899,0.9802,0.061425527913868426,20.102127659574467,20,0.2891673147678375,0,0.003566666666666718,60.8,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,7,0.001,1e-05,0.9837666666666667,0.05188457106947899,0.9802,0.061425527913868426,20.102127659574467,50,0.00427146814763546,1,0.003566666666666718,60.8,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,7,0.001,1e-06,0.9837666666666667,0.05188457106947899,0.9802,0.061425527913868426,20.102127659574467,86,0.0006947931251488626,1,0.003566666666666718,60.8,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,7,0.001,1e-07,0.9837666666666667,0.05188457106947899,0.9802,0.061425527913868426,20.102127659574467,236,9.493715333519503e-05,1,0.003566666666666718,60.8,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,8,0.001,0.001,0.9858833333333333,0.04348275545438131,0.9777,0.07491204927926882,22.629787234042553,26,0.311320960521698,0,0.00818333333333332,63.1,0.9777,0.07491204927926882,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,8,0.001,1e-05,0.9858833333333333,0.04348275545438131,0.9777,0.07491204927926882,22.629787234042553,50,0.0027014838997274637,1,0.00818333333333332,63.1,0.9779,0.07394031739290803,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,8,0.001,1e-06,0.9858833333333333,0.04348275545438131,0.9777,0.07491204927926882,22.629787234042553,92,0.0007699918933212757,1,0.00818333333333332,63.1,0.9779,0.07393530122004449,NVIDIA A100 80GB PCIe MIG 4g.40gb
ANODE-p5,85462,3,8,0.001,1e-07,0.9858833333333333,0.04348275545438131,0.9777,0.07491204927926882,22.629787234042553,230,0.00011348136467859149,1,0.00818333333333332,63.1,0.9779,0.0739370506701991,NVIDIA A100 80GB PCIe MIG 4g.40gb
