model,params,seed,epoch,tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,faithful_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,85316,1,1,0.001,0.001,0.8588833333333333,0.4649992096583048,0.9106,0.3023725009679794,21.22553191489362,20,0.013587327674031258,0,-0.05171666666666663,79.3,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,1,0.001,1e-05,0.8588833333333333,0.4649992096583048,0.9106,0.3023725009679794,21.22553191489362,50,0.0008213187684305012,1,-0.05171666666666663,79.3,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,1,0.001,1e-06,0.8588833333333333,0.4649992096583048,0.9106,0.3023725009679794,21.22553191489362,92,0.00012409084592945874,1,-0.05171666666666663,79.3,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,1,0.001,1e-07,0.8588833333333333,0.4649992096583048,0.9106,0.3023725009679794,21.22553191489362,218,2.4408098397543654e-05,1,-0.05171666666666663,79.3,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,2,0.001,0.001,0.91365,0.29499797707398734,0.9231,0.26611449418067934,26.408510638297873,26,0.0212627612054348,0,-0.00945000000000007,87.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,2,0.001,1e-05,0.91365,0.29499797707398734,0.9231,0.26611449418067934,26.408510638297873,50,0.0003049704828299582,1,-0.00945000000000007,87.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,2,0.001,1e-06,0.91365,0.29499797707398734,0.9231,0.26611449418067934,26.408510638297873,98,0.00011617440031841397,1,-0.00945000000000007,87.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,2,0.001,1e-07,0.91365,0.29499797707398734,0.9231,0.26611449418067934,26.408510638297873,260,5.9069032431580126e-05,1,-0.00945000000000007,87.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,3,0.001,0.001,0.9212,0.27061640977859497,0.931,0.24352025234699248,29.42127659574468,32,0.0153682641685009,0,-0.009800000000000031,87.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,3,0.001,1e-05,0.9212,0.27061640977859497,0.931,0.24352025234699248,29.42127659574468,62,0.0005378320929594338,1,-0.009800000000000031,87.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,3,0.001,1e-06,0.9212,0.27061640977859497,0.931,0.24352025234699248,29.42127659574468,104,0.0001959099026862532,1,-0.009800000000000031,87.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,3,0.001,1e-07,0.9212,0.27061640977859497,0.931,0.24352025234699248,29.42127659574468,326,6.793896318413317e-05,1,-0.009800000000000031,87.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,4,0.001,0.001,0.9255,0.2536947089513143,0.9325,0.2326176537036896,31.540425531914895,32,0.0366523414850235,0,-0.007000000000000006,89.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,4,0.001,1e-05,0.9255,0.2536947089513143,0.9325,0.2326176537036896,31.540425531914895,62,0.0013017203891649842,1,-0.007000000000000006,89.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,4,0.001,1e-06,0.9255,0.2536947089513143,0.9325,0.2326176537036896,31.540425531914895,128,0.0005909914034418762,1,-0.007000000000000006,89.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,4,0.001,1e-07,0.9255,0.2536947089513143,0.9325,0.2326176537036896,31.540425531914895,308,0.000122129509691149,1,-0.007000000000000006,89.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,85316,1,5,0.001,0.001,0.9292166666666667,0.23947237898508708,0.9357,0.22632484703063965,29.70212765957447,32,0.06606579571962357,0,-0.006483333333333285,92.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
