model,params,seed,epoch,train_tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,eval_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,173611,3,1,0.001,0.001,0.37992,1.7583598727798462,0.4233,1.630626070213318,19.96938775510204,20,0.0067494711838662624,1,-0.04338000000000003,139.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,1,0.001,1e-05,0.37992,1.7583598727798462,0.4233,1.630626070213318,19.96938775510204,38,0.0006663679960183799,1,-0.04338000000000003,139.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,1,0.001,1e-06,0.37992,1.7583598727798462,0.4233,1.630626070213318,19.96938775510204,62,0.00012143222556915134,1,-0.04338000000000003,139.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,1,0.001,1e-07,0.37992,1.7583598727798462,0.4233,1.630626070213318,19.96938775510204,134,1.8445523892296478e-05,1,-0.04338000000000003,139.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,2,0.001,0.001,0.44326,1.5883367504119874,0.4441,1.5550066318511964,20.0,20,0.015238185413181782,0,-0.0008400000000000074,161.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,2,0.001,1e-05,0.44326,1.5883367504119874,0.4441,1.5550066318511964,20.0,38,0.0005979051347821951,1,-0.0008400000000000074,161.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,2,0.001,1e-06,0.44326,1.5883367504119874,0.4441,1.5550066318511964,20.0,68,0.00019473016436677426,1,-0.0008400000000000074,161.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,2,0.001,1e-07,0.44326,1.5883367504119874,0.4441,1.5550066318511964,20.0,152,1.896877984108869e-05,1,-0.0008400000000000074,161.0,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,3,0.001,0.001,0.47292,1.4890332040023804,0.4673,1.4821335582733155,20.0,20,0.030831623822450638,0,0.005620000000000014,160.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
NODE,173611,3,3,0.001,1e-05,0.47292,1.4890332040023804,0.4673,1.4821335582733155,20.0,38,0.0012731599854305387,1,0.005620000000000014,160.4,nan,nan,NVIDIA A100 80GB PCIe MIG 4g.40gb
