model,params,seed,epoch,train_tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,eval_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,173611,1,4,0.001,0.001,0.49652,1.4149696187591552,0.4932,1.4132045705795289,20.0,20,0.11951185762882233,0,0.0033199999999999896,198.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,4,0.001,1e-05,0.49652,1.4149696187591552,0.4932,1.4132045705795289,20.0,44,0.0007563672843389213,1,0.0033199999999999896,198.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,4,0.001,1e-06,0.49652,1.4149696187591552,0.4932,1.4132045705795289,20.0,92,0.00014158111298456788,1,0.0033199999999999896,198.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,4,0.001,1e-07,0.49652,1.4149696187591552,0.4932,1.4132045705795289,20.0,200,2.5141367586911656e-05,1,0.0033199999999999896,198.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,5,0.001,0.001,0.5266,1.3334522091674805,0.5139,1.35005678024292,20.244897959183675,26,0.09979009628295898,0,0.012699999999999934,207.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,5,0.001,1e-05,0.5266,1.3334522091674805,0.5139,1.35005678024292,20.244897959183675,50,0.0006413165829144418,1,0.012699999999999934,207.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,5,0.001,1e-06,0.5266,1.3334522091674805,0.5139,1.35005678024292,20.244897959183675,92,0.00015709656872786582,1,0.012699999999999934,207.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,5,0.001,1e-07,0.5266,1.3334522091674805,0.5139,1.35005678024292,20.244897959183675,206,2.688902532099746e-05,1,0.012699999999999934,207.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,6,0.001,0.001,0.55568,1.2560732389831544,0.5272,1.3076946647644043,25.96938775510204,26,0.12141037732362747,0,0.02847999999999995,244.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,6,0.001,1e-05,0.55568,1.2560732389831544,0.5272,1.3076946647644043,25.96938775510204,50,0.0009514648118056357,1,0.02847999999999995,244.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,6,0.001,1e-06,0.55568,1.2560732389831544,0.5272,1.3076946647644043,25.96938775510204,98,0.00015269839786924422,1,0.02847999999999995,244.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,6,0.001,1e-07,0.55568,1.2560732389831544,0.5272,1.3076946647644043,25.96938775510204,224,2.694792055990547e-05,1,0.02847999999999995,244.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,7,0.001,0.001,0.5722,1.2129649190521241,0.5429,1.2772913984298706,26.0,26,0.1241157054901123,0,0.029299999999999993,263.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,7,0.001,1e-05,0.5722,1.2129649190521241,0.5429,1.2772913984298706,26.0,56,0.0007912133005447686,1,0.029299999999999993,263.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,7,0.001,1e-06,0.5722,1.2129649190521241,0.5429,1.2772913984298706,26.0,104,0.00013878756726626307,1,0.029299999999999993,263.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,7,0.001,1e-07,0.5722,1.2129649190521241,0.5429,1.2772913984298706,26.0,248,3.0309236535686068e-05,1,0.029299999999999993,263.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,8,0.001,0.001,0.59118,1.1582998125457764,0.5327,1.304234350013733,26.0,26,0.1646641194820404,0,0.05848000000000009,288.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,8,0.001,1e-05,0.59118,1.1582998125457764,0.5327,1.304234350013733,26.0,56,0.0008802376105450094,1,0.05848000000000009,288.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,8,0.001,1e-06,0.59118,1.1582998125457764,0.5327,1.304234350013733,26.0,110,0.00015643006190657616,1,0.05848000000000009,288.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,8,0.001,1e-07,0.59118,1.1582998125457764,0.5327,1.304234350013733,26.0,260,2.7197396775591187e-05,1,0.05848000000000009,288.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,9,0.001,0.001,0.60708,1.1184485833358764,0.5331,1.3136406999588013,26.0,26,0.14014121890068054,0,0.07397999999999993,304.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,9,0.001,1e-05,0.60708,1.1184485833358764,0.5331,1.3136406999588013,26.0,62,0.0008487395825795829,1,0.07397999999999993,304.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,9,0.001,1e-06,0.60708,1.1184485833358764,0.5331,1.3136406999588013,26.0,116,0.00016455278091598302,1,0.07397999999999993,304.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,9,0.001,1e-07,0.60708,1.1184485833358764,0.5331,1.3136406999588013,26.0,278,3.206550536560826e-05,1,0.07397999999999993,304.4,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,10,0.001,0.001,0.61894,1.082897487297058,0.551,1.2739854921340943,26.0,26,0.3507872521877289,0,0.06794,315.4,0.551,1.2739854921340943,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,10,0.001,1e-05,0.61894,1.082897487297058,0.551,1.2739854921340943,26.0,62,0.001519236247986555,1,0.06794,315.4,0.5506,1.2745546981811524,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,10,0.001,1e-06,0.61894,1.082897487297058,0.551,1.2739854921340943,26.0,116,0.00030846206936985254,1,0.06794,315.4,0.551,1.274541117477417,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,1,10,0.001,1e-07,0.61894,1.082897487297058,0.551,1.2739854921340943,26.0,284,8.68939096108079e-05,1,0.06794,315.4,0.5507,1.2745396438598633,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,1,0.001,0.001,0.36318,1.8122940686798095,0.4289,1.632874913406372,19.23469387755102,20,0.0029678428545594215,1,-0.06572,66.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,1,0.001,1e-05,0.36318,1.8122940686798095,0.4289,1.632874913406372,19.23469387755102,32,0.0004435637383721769,1,-0.06572,66.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,1,0.001,1e-06,0.36318,1.8122940686798095,0.4289,1.632874913406372,19.23469387755102,44,9.338229574495926e-05,1,-0.06572,66.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,1,0.001,1e-07,0.36318,1.8122940686798095,0.4289,1.632874913406372,19.23469387755102,86,1.968578544619959e-05,1,-0.06572,66.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,2,0.001,0.001,0.45246,1.560534997177124,0.4676,1.503285414505005,20.0,20,0.0058342041447758675,1,-0.015140000000000042,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,2,0.001,1e-05,0.45246,1.560534997177124,0.4676,1.503285414505005,20.0,32,0.0005707726813852787,1,-0.015140000000000042,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,2,0.001,1e-06,0.45246,1.560534997177124,0.4676,1.503285414505005,20.0,62,0.00013552038581110537,1,-0.015140000000000042,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,2,0.001,1e-07,0.45246,1.560534997177124,0.4676,1.503285414505005,20.0,116,2.2145166440168396e-05,1,-0.015140000000000042,72.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,3,0.001,0.001,0.49394,1.4427347709655762,0.4987,1.4108492168426514,20.0,20,0.009465420618653297,1,-0.0047599999999999865,79.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,3,0.001,1e-05,0.49394,1.4427347709655762,0.4987,1.4108492168426514,20.0,38,0.0006259759538806975,1,-0.0047599999999999865,79.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,3,0.001,1e-06,0.49394,1.4427347709655762,0.4987,1.4108492168426514,20.0,62,0.00013032282004132867,1,-0.0047599999999999865,79.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,3,0.001,1e-07,0.49394,1.4427347709655762,0.4987,1.4108492168426514,20.0,140,2.362877785344608e-05,1,-0.0047599999999999865,79.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,4,0.001,0.001,0.52646,1.3370573533248902,0.5108,1.3770919504165648,20.0,20,0.009384050965309143,1,0.015660000000000007,80.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,4,0.001,1e-05,0.52646,1.3370573533248902,0.5108,1.3770919504165648,20.0,38,0.0007280965801328421,1,0.015660000000000007,80.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,4,0.001,1e-06,0.52646,1.3370573533248902,0.5108,1.3770919504165648,20.0,74,0.0001317373098572716,1,0.015660000000000007,80.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,4,0.001,1e-07,0.52646,1.3370573533248902,0.5108,1.3770919504165648,20.0,152,2.5206525606336072e-05,1,0.015660000000000007,80.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,5,0.001,0.001,0.56354,1.2400769396591187,0.555,1.2541372943878173,20.0,20,0.019128412008285522,0,0.008539999999999992,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,5,0.001,1e-05,0.56354,1.2400769396591187,0.555,1.2541372943878173,20.0,44,0.0008439897210337222,1,0.008539999999999992,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,5,0.001,1e-06,0.56354,1.2400769396591187,0.555,1.2541372943878173,20.0,74,0.00014404207468032837,1,0.008539999999999992,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,5,0.001,1e-07,0.56354,1.2400769396591187,0.555,1.2541372943878173,20.0,170,2.3243312170961872e-05,1,0.008539999999999992,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,6,0.001,0.001,0.60306,1.127561316871643,0.5719,1.2101637382507324,20.0,20,0.06519939750432968,0,0.031160000000000077,82.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,6,0.001,1e-05,0.60306,1.127561316871643,0.5719,1.2101637382507324,20.0,44,0.0006557867163792253,1,0.031160000000000077,82.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,6,0.001,1e-06,0.60306,1.127561316871643,0.5719,1.2101637382507324,20.0,80,0.0001848678948590532,1,0.031160000000000077,82.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,6,0.001,1e-07,0.60306,1.127561316871643,0.5719,1.2101637382507324,20.0,182,2.726771890593227e-05,1,0.031160000000000077,82.8,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,7,0.001,0.001,0.62926,1.0612465607452393,0.5797,1.205127255630493,20.0,20,0.1258358359336853,0,0.04956000000000005,86.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,7,0.001,1e-05,0.62926,1.0612465607452393,0.5797,1.205127255630493,20.0,50,0.0009510693489573896,1,0.04956000000000005,86.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,7,0.001,1e-06,0.62926,1.0612465607452393,0.5797,1.205127255630493,20.0,92,0.00021389521134551615,1,0.04956000000000005,86.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,7,0.001,1e-07,0.62926,1.0612465607452393,0.5797,1.205127255630493,20.0,200,3.300606113043614e-05,1,0.04956000000000005,86.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,8,0.001,0.001,0.64698,1.0063913111686706,0.5808,1.190857396507263,20.03061224489796,20,0.35072970390319824,0,0.06618000000000002,92.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,8,0.001,1e-05,0.64698,1.0063913111686706,0.5808,1.190857396507263,20.03061224489796,50,0.0013639850076287985,1,0.06618000000000002,92.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,8,0.001,1e-06,0.64698,1.0063913111686706,0.5808,1.190857396507263,20.03061224489796,92,0.000384147628210485,1,0.06618000000000002,92.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,8,0.001,1e-07,0.64698,1.0063913111686706,0.5808,1.190857396507263,20.03061224489796,206,3.744272908079438e-05,1,0.06618000000000002,92.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,9,0.001,0.001,0.6654,0.9560125675201416,0.5865,1.1905268779754639,21.071428571428573,20,0.3769373893737793,0,0.07889999999999997,101.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,9,0.001,1e-05,0.6654,0.9560125675201416,0.5865,1.1905268779754639,21.071428571428573,50,0.002703797072172165,1,0.07889999999999997,101.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,9,0.001,1e-06,0.6654,0.9560125675201416,0.5865,1.1905268779754639,21.071428571428573,98,0.00042637588921934366,1,0.07889999999999997,101.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,9,0.001,1e-07,0.6654,0.9560125675201416,0.5865,1.1905268779754639,21.071428571428573,212,5.6321467127418146e-05,1,0.07889999999999997,101.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,10,0.001,0.001,0.68318,0.9032220464515686,0.5903,1.1966573797225952,25.23469387755102,26,0.6228333115577698,0,0.09287999999999996,108.8,0.5903,1.1966573797225952,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,10,0.001,1e-05,0.68318,0.9032220464515686,0.5903,1.1966573797225952,25.23469387755102,50,0.0034443512558937073,1,0.09287999999999996,108.8,0.5918,1.1935946237564088,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,10,0.001,1e-06,0.68318,0.9032220464515686,0.5903,1.1966573797225952,25.23469387755102,98,0.0004950441652908921,1,0.09287999999999996,108.8,0.5918,1.1935853099822997,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,1,10,0.001,1e-07,0.68318,0.9032220464515686,0.5903,1.1966573797225952,25.23469387755102,224,6.973704876145348e-05,1,0.09287999999999996,108.8,0.5919,1.1935840110778808,NVIDIA A100 80GB PCIe MIG 3g.40gb
