model,params,seed,epoch,train_tol,eval_tol,train_acc,train_loss,test_acc,test_loss,train_fwd_nfe,eval_fwd_nfe,recon_rel,recon_ok,gap_acc,epoch_s,test_acc_at_tol,test_loss_at_tol,hardware
NODE,173611,2,7,0.001,0.001,0.57416,1.2049980485153198,0.5407,1.289839190864563,26.0,26,0.09612070024013519,0,0.033460000000000045,227.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,7,0.001,1e-05,0.57416,1.2049980485153198,0.5407,1.289839190864563,26.0,56,0.0005888044252060354,1,0.033460000000000045,227.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,7,0.001,1e-06,0.57416,1.2049980485153198,0.5407,1.289839190864563,26.0,110,0.0001162699845735915,1,0.033460000000000045,227.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,7,0.001,1e-07,0.57416,1.2049980485153198,0.5407,1.289839190864563,26.0,248,1.9252533093094826e-05,1,0.033460000000000045,227.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,8,0.001,0.001,0.59562,1.1454368957901,0.5293,1.3148094730377198,26.06122448979592,26,0.12691494822502136,0,0.06632000000000005,246.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,8,0.001,1e-05,0.59562,1.1454368957901,0.5293,1.3148094730377198,26.06122448979592,56,0.0005842410610057414,1,0.06632000000000005,246.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,8,0.001,1e-06,0.59562,1.1454368957901,0.5293,1.3148094730377198,26.06122448979592,110,9.782877168618143e-05,1,0.06632000000000005,246.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,8,0.001,1e-07,0.59562,1.1454368957901,0.5293,1.3148094730377198,26.06122448979592,254,1.8563463527243584e-05,1,0.06632000000000005,246.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,9,0.001,0.001,0.6125,1.1036139751815797,0.5421,1.278636612892151,26.03061224489796,26,0.10743452608585358,0,0.07040000000000002,253.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,9,0.001,1e-05,0.6125,1.1036139751815797,0.5421,1.278636612892151,26.03061224489796,56,0.0005995414103381336,1,0.07040000000000002,253.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,9,0.001,1e-06,0.6125,1.1036139751815797,0.5421,1.278636612892151,26.03061224489796,116,0.00010174606723012403,1,0.07040000000000002,253.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,9,0.001,1e-07,0.6125,1.1036139751815797,0.5421,1.278636612892151,26.03061224489796,272,1.9776909539359622e-05,1,0.07040000000000002,253.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,10,0.001,0.001,0.62156,1.072497385406494,0.5313,1.3238267696380615,26.0,26,0.1366758495569229,0,0.09026,267.9,0.5313,1.3238267696380615,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,10,0.001,1e-05,0.62156,1.072497385406494,0.5313,1.3238267696380615,26.0,62,0.0008644232293590903,1,0.09026,267.9,0.533,1.3239526016235352,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,10,0.001,1e-06,0.62156,1.072497385406494,0.5313,1.3238267696380615,26.0,116,0.00010548694990575314,1,0.09026,267.9,0.5329,1.323888157081604,NVIDIA A100 80GB PCIe MIG 3g.40gb
NODE,173611,2,10,0.001,1e-07,0.62156,1.072497385406494,0.5313,1.3238267696380615,26.0,278,1.989136762858834e-05,1,0.09026,267.9,0.5328,1.323891024017334,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,1,0.001,0.001,0.36386,1.8183048986434938,0.4342,1.6161313097000123,17.612244897959183,20,0.003475531004369259,1,-0.07033999999999996,63.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,1,0.001,1e-05,0.36386,1.8183048986434938,0.4342,1.6161313097000123,17.612244897959183,32,0.0005347136757336557,1,-0.07033999999999996,63.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,1,0.001,1e-06,0.36386,1.8183048986434938,0.4342,1.6161313097000123,17.612244897959183,44,0.0001004179721348919,1,-0.07033999999999996,63.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,1,0.001,1e-07,0.36386,1.8183048986434938,0.4342,1.6161313097000123,17.612244897959183,98,1.858478572103195e-05,1,-0.07033999999999996,63.2,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,2,0.001,0.001,0.45554,1.550596495475769,0.4914,1.4369141792297364,20.0,20,0.01674834080040455,0,-0.03586,72.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,2,0.001,1e-05,0.45554,1.550596495475769,0.4914,1.4369141792297364,20.0,32,0.0008711486589163542,1,-0.03586,72.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,2,0.001,1e-06,0.45554,1.550596495475769,0.4914,1.4369141792297364,20.0,68,0.00014449626905843616,1,-0.03586,72.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,2,0.001,1e-07,0.45554,1.550596495475769,0.4914,1.4369141792297364,20.0,134,2.682444937818218e-05,1,-0.03586,72.6,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,3,0.001,0.001,0.52676,1.3362577526855468,0.5368,1.2933073801040649,20.0,20,0.015458325855433941,0,-0.010040000000000049,78.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,3,0.001,1e-05,0.52676,1.3362577526855468,0.5368,1.2933073801040649,20.0,38,0.0009480825974605978,1,-0.010040000000000049,78.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,3,0.001,1e-06,0.52676,1.3362577526855468,0.5368,1.2933073801040649,20.0,62,0.00014771876158192754,1,-0.010040000000000049,78.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,3,0.001,1e-07,0.52676,1.3362577526855468,0.5368,1.2933073801040649,20.0,140,2.6218995117233135e-05,1,-0.010040000000000049,78.5,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,4,0.001,0.001,0.58004,1.1910788543701172,0.5628,1.230020181274414,20.0,20,0.011665266938507557,0,0.017240000000000033,78.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,4,0.001,1e-05,0.58004,1.1910788543701172,0.5628,1.230020181274414,20.0,38,0.0008341990178450942,1,0.017240000000000033,78.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,4,0.001,1e-06,0.58004,1.1910788543701172,0.5628,1.230020181274414,20.0,68,0.00013498342013917863,1,0.017240000000000033,78.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,4,0.001,1e-07,0.58004,1.1910788543701172,0.5628,1.230020181274414,20.0,146,2.6309708118787967e-05,1,0.017240000000000033,78.7,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,5,0.001,0.001,0.61024,1.1100439749526978,0.5816,1.181243500518799,20.0,20,0.008973282761871815,1,0.02864,79.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,5,0.001,1e-05,0.61024,1.1100439749526978,0.5816,1.181243500518799,20.0,44,0.0006126231164671481,1,0.02864,79.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,5,0.001,1e-06,0.61024,1.1100439749526978,0.5816,1.181243500518799,20.0,74,0.00010725945321610197,1,0.02864,79.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,5,0.001,1e-07,0.61024,1.1100439749526978,0.5816,1.181243500518799,20.0,158,2.509268233552575e-05,1,0.02864,79.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,6,0.001,0.001,0.63572,1.0419186521148682,0.581,1.1969717500686645,20.0,20,0.016030970960855484,0,0.05471999999999999,79.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,6,0.001,1e-05,0.63572,1.0419186521148682,0.581,1.1969717500686645,20.0,44,0.0007162725669331849,1,0.05471999999999999,79.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,6,0.001,1e-06,0.63572,1.0419186521148682,0.581,1.1969717500686645,20.0,74,0.00014658714644610882,1,0.05471999999999999,79.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,6,0.001,1e-07,0.63572,1.0419186521148682,0.581,1.1969717500686645,20.0,164,2.691090776352212e-05,1,0.05471999999999999,79.9,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,7,0.001,0.001,0.65538,0.9840569668579101,0.5996,1.1405029545783996,20.0,20,0.03773979842662811,0,0.05577999999999994,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,7,0.001,1e-05,0.65538,0.9840569668579101,0.5996,1.1405029545783996,20.0,44,0.0006665753317065537,1,0.05577999999999994,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,7,0.001,1e-06,0.65538,0.9840569668579101,0.5996,1.1405029545783996,20.0,80,0.00017325955559499562,1,0.05577999999999994,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,7,0.001,1e-07,0.65538,0.9840569668579101,0.5996,1.1405029545783996,20.0,182,2.8439471861929633e-05,1,0.05577999999999994,81.0,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,8,0.001,0.001,0.67878,0.9225566599845886,0.5919,1.1675886691093444,20.0,20,0.13149601221084595,0,0.08688000000000007,85.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,8,0.001,1e-05,0.67878,0.9225566599845886,0.5919,1.1675886691093444,20.0,44,0.0010196984512731433,1,0.08688000000000007,85.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,8,0.001,1e-06,0.67878,0.9225566599845886,0.5919,1.1675886691093444,20.0,86,0.00022561923833563924,1,0.08688000000000007,85.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,8,0.001,1e-07,0.67878,0.9225566599845886,0.5919,1.1675886691093444,20.0,194,3.277026189607568e-05,1,0.08688000000000007,85.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,9,0.001,0.001,0.6961,0.8720133445167542,0.6125,1.1173572240829468,23.153061224489797,26,1.2630679607391357,0,0.08360000000000001,93.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,9,0.001,1e-05,0.6961,0.8720133445167542,0.6125,1.1173572240829468,23.153061224489797,50,0.004510707221925259,1,0.08360000000000001,93.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,9,0.001,1e-06,0.6961,0.8720133445167542,0.6125,1.1173572240829468,23.153061224489797,92,0.001128931064158678,1,0.08360000000000001,93.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,9,0.001,1e-07,0.6961,0.8720133445167542,0.6125,1.1173572240829468,23.153061224489797,206,0.00010269778431393206,1,0.08360000000000001,93.1,nan,nan,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,10,0.001,0.001,0.7171,0.8115379818725585,0.6127,1.140179758644104,27.040816326530614,26,1.7680397033691406,0,0.10439999999999994,104.0,0.6127,1.140179758644104,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,10,0.001,1e-05,0.7171,0.8115379818725585,0.6127,1.140179758644104,27.040816326530614,50,0.008690336719155312,1,0.10439999999999994,104.0,0.6095,1.1403210632324219,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,10,0.001,1e-06,0.7171,0.8115379818725585,0.6127,1.140179758644104,27.040816326530614,98,0.001213786075823009,1,0.10439999999999994,104.0,0.6096,1.1403111276626587,NVIDIA A100 80GB PCIe MIG 3g.40gb
ANODE-p10,172452,2,10,0.001,1e-07,0.7171,0.8115379818725585,0.6127,1.140179758644104,27.040816326530614,224,0.00020198851416353136,1,0.10439999999999994,104.0,0.6098,1.1403116456985474,NVIDIA A100 80GB PCIe MIG 3g.40gb
